municipality_code,year,population
11231,2010,74711
11232,2000,72654
11232,2005,72522
11232,2010,154310
11233,2000,69524
11233,2005,70126
11233,2010,68888
11234,2000,74954
11234,2005,75507
11234,2010,82977
11235,2000,103247
11235,2005,104748
11235,2010,106736
11237,2000,131047
11237,2005,128278
11237,2010,131415
11238,2000,64386
11238,2005,63474
11238,2010,63309
11239,2000,97381
11239,2005,98964
11239,2010,101700
11240,2000,56413
11240,2005,54006
11240,2010,54012
11241,2000,67638
11241,2005,69783
11241,2010,69990
11242,2000,53758
11242,2005,53619
11242,2010,57473
11243,2000,56673
11243,2005,60284
11243,2010,65298
11245,2005,101960
11245,2010,105695
11301,2000,32216
11301,2005,36535
11301,2010,42494
11324,2000,35752
11324,2005,37050
11324,2010,38706
11326,2000,39711
11326,2005,39122
11326,2010,39054
11327,2000,13718
11327,2005,13356
11327,2010,12537
11341,2000,12836
11341,2005,15434
11341,2010,17323
11342,2000,19816
11342,2005,19479
11342,2010,18887
11343,2000,37301
11343,2005,35401
11343,2010,32913
11346,2000,23322
11346,2005,22906
11346,2010,22147
11347,2000,22246
11347,2005,22217
11347,2010,21079
11348,2000,17008
11348,2005,15985
11348,2010,15305
11349,2010,12418
11361,2000,9782
11361,2005,9684
11361,2010,9039
11362,2000,12199
11362,2005,11518
11362,2010,10888
11363,2000,8560
11363,2005,8352
11363,2010,7908
11365,2000,12043
11365,2005,14479
11365,2010,13436
11369,2000,4119
11369,2005,3795
11369,2010,3348
11381,2000,12107
11381,2005,11963
11381,2010,11605
11383,2000,13823
11383,2005,13819
11383,2010,14470
11385,2000,30126
11385,2005,30855
11385,2010,30998
11408,2000,37724
11408,2005,37061
11408,2010,35774
11442,2000,35193
11442,2005,34620
11442,2010,33641
11464,2000,47336
11464,2005,46646
11464,2010,46923
11465,2000,29021
11465,2005,30857
11465,2010,31153
12000,2000,5926285
12000,2005,6056462
12000,2010,6216289
12100,2000,887164
12100,2005,924319
12100,2010,961749
12202,2000,78697
12202,2005,75020
12202,2010,70210
12203,2000,448642
12203,2005,466608
12203,2010,473919
12204,2000,550074
12204,2005,569835
12204,2010,609040
12205,2000,51412
12205,2005,50527
12205,2010,49290
12206,2000,122768
12206,2005,122234
12206,2010,129312
12207,2000,464841
12207,2005,472579
12207,2010,484457
12208,2000,119922
12208,2005,151240
12208,2010,155491
12210,2000,93779
12210,2005,93260
12210,2010,93015
12211,2000,95704
12211,2005,100717
12211,2010,128933
12212,2000,170934
12212,2005,171246
12212,2010,172183
12213,2000,59605
12213,2005,61701
12213,2010,61751
12215,2000,40963
12215,2005,70643
12215,2010,69058
12216,2000,154036
12216,2005,158785
12216,2010,164530
12217,2000,327851
12217,2005,380963
12217,2010,404012
12218,2000,23235
12218,2005,22198
12218,2010,20788
12219,2000,278218
12219,2005,280255
12219,2010,280416
12220,2000,150527
12220,2005,152641
12220,2010,163984
12221,2000,168848
12221,2005,180729
12221,2010,189781
12222,2000,127733
12222,2005,131205
12222,2010,134017
12223,2000,29981
12223,2005,36475
12223,2010,35766
12224,2000,102573
12224,2005,102812
12224,2010,107853
12225,2000,92076
12225,2005,90977
12225,2010,89168
12226,2000,52839
12226,2005,50162
12226,2010,48073
12227,2000,132984
12227,2005,155290
12227,2010,164877
12228,2000,82552
12228,2005,84770
12228,2010,86726
12229,2000,58593
12229,2005,59108
12229,2010,60355
12230,2000,72595
12230,2005,75735
12230,2010,73212
12231,2000,60468
12231,2005,60060
12231,2010,88176
12232,2005,53005
12232,2010,60345
12233,2005,51370
12233,2010,51087
12234,2010,42104
12235,2010,39814
12236,2010,82866
12237,2010,56089
12238,2010,40962
12322,2000,19885
12322,2005,21385
12322,2010,21234
12329,2000,25475
12329,2005,24377
12329,2010,22580
12342,2000,6747
12342,2005,6705
12342,2010,6454
12347,2000,17603
12347,2005,16950
12347,2010,16002
12349,2000,17076
12349,2005,16166
12349,2010,15154
12403,2000,20266
12403,2005,19009
12403,2010,18004
12409,2000,8401
12409,2005,8389
12409,2010,7920
12410,2010,24675
12421,2000,11648
12421,2005,11656
12421,2010,12034
12422,2000,8244
12422,2005,7838
12422,2010,7340
12423,2000,13892
12423,2005,14543
12423,2010,14752
12424,2000,13103
12424,2005,12850
12424,2010,12151
12426,2000,8625
12426,2005,8564
12426,2010,8035
12427,2000,10628
12427,2005,9824
12427,2010,9073
12441,2000,12121
12441,2005,11514
12441,2010,10671
12443,2000,8019
12443,2005,7942
12443,2010,7738
12463,2000,10521
12463,2005,9778
12463,2010,8950
13000,2000,12064101
13000,2005,12576601
13000,2010,13159388
13101,2000,36035
13101,2005,41778
13101,2010,47115
13102,2000,72526
13102,2005,98399
13102,2010,122762
13103,2000,159398
13103,2005,185861
13103,2010,205131
13104,2000,286726
13104,2005,305716
13104,2010,326309
13105,2000,176017
13105,2005,189632
13105,2010,206626
13106,2000,156325
13106,2005,165186
13106,2010,175928
13107,2000,215979
13107,2005,231173
13107,2010,247606
13108,2000,376840
13108,2005,420845
13108,2010,460819
13109,2000,324608
13109,2005,346357
13109,2010,365302
13110,2000,250140
13110,2005,264064
13110,2010,268330
13111,2000,650331
13111,2005,665674
13111,2010,693373
13112,2000,814901
13112,2005,841165
13112,2010,877138
13113,2000,196682
13113,2005,203334
13113,2010,204492
13114,2000,309526
13114,2005,310627
13114,2010,314750
13115,2000,522103
13115,2005,528587
13115,2010,549569
13116,2000,249017
13116,2005,250585
13116,2010,284678
13117,2000,326764
13117,2005,330412
13117,2010,335544
13118,2000,180468
13118,2005,191207
13118,2010,203296
13119,2000,513575
13119,2005,523083
13119,2010,535824
13120,2000,658132
13120,2005,692339
13120,2010,716124
13121,2000,617123
13121,2005,624807
13121,2010,683426
13122,2000,421519
13122,2005,424878
13122,2010,442586
13123,2000,619953
13123,2005,653944
13123,2010,678967
13201,2000,536046
13201,2005,560012
13201,2010,580053
13202,2000,164709
13202,2005,172566
13202,2010,179668
13203,2000,135746
13203,2005,137525
13203,2010,138734
13204,2000,171612
13204,2005,177016
13204,2010,186083
13205,2000,141394
13205,2005,142354
13205,2010,139339
13206,2000,226769
13206,2005,245623
13206,2010,255506
13207,2000,106532
13207,2005,110143
13207,2010,112297
13208,2000,204759
13208,2005,216119
13208,2010,223593
13209,2000,377494
13209,2005,405534
13209,2010,426987
13210,2000,111825
13210,2005,114112
13210,2010,118852
13211,2000,178623
13211,2005,183796
13211,2010,187035
13212,2000,167942
13212,2005,176538
13212,2010,180052
13213,2000,142290
13213,2005,144929
13213,2010,153557
13214,2000,111404
13214,2005,117604
13214,2010,120650
13215,2000,72187
13215,2005,72667
13215,2010,75510
13218,2000,61427
13218,2005,61074
13218,2010,59796
13219,2000,75711
13219,2005,78319
13219,2010,78751
13220,2000,77212
13220,2005,79353
13220,2010,83068
13221,2000,68037
13221,2005,73529
13221,2010,74104
13222,2000,113302
13222,2005,115330
13222,2010,116546
13223,2000,66052
13223,2005,66553
13223,2010,70053
13224,2000,145862
13224,2005,145877
13224,2010,147648
13225,2000,69235
13225,2005,76492
13225,2010,84835
13227,2000,56013
13227,2005,56514
13227,2010,57032
13228,2000,78351
13228,2005,79587
13228,2010,80868
13229,2005,189735
13229,2010,196511
13303,2000,32892
13303,2005,33691
13303,2010,33497
13305,2000,16631
13305,2005,15941
13305,2010,16650
13307,2000,3256
13307,2005,2930
13307,2010,2558
13308,2000,7575
13308,2005,6741
13308,2010,6045
13361,2000,9224
13361,2005,8702
13361,2010,8461
13362,2000,302
13362,2005,308
13362,2010,341
13363,2000,3147
13363,2005,3161
13363,2010,2883
13364,2000,2144
13364,2005,2068
13364,2010,1889
13381,2005,2439
13381,2010,2676
13382,2000,308
13382,2005,292
13382,2010,348
13401,2000,9488
13401,2005,8837
13401,2010,8231
13402,2000,203
13402,2005,214
13402,2010,201
13421,2000,2824
13421,2005,2723
13421,2010,2785
14000,2000,8489974
14000,2005,8791597
14000,2010,9048331
14100,2000,3426651
14100,2005,3579628
14100,2010,3688773
14130,2000,1249905
14130,2005,1327011
14130,2010,1425512
14150,2010,717544
14201,2000,428645
14201,2005,426178
14201,2010,418325
14203,2000,254633
14203,2005,258958
14203,2010,260780
14204,2000,167583
14204,2005,171158
14204,2010,174314
14205,2000,379185
14205,2005,396014
14205,2010,409657
14206,2000,200173
14206,2005,198741
14206,2010,198327
14207,2000,220809
14207,2005,228420
14207,2010,235081
14208,2000,57281
14208,2005,58033
14208,2010,58302
14210,2000,52253
14210,2005,49861
14210,2010,48352
14211,2000,168142
14211,2005,168317
14211,2010,170145
14212,2000,217369
14212,2005,222403
14212,2010,224420
14213,2000,212761
14213,2005,221220
14213,2010,228186
14214,2000,99544
14214,2005,100579
14214,2010,101039
14215,2000,117519
14215,2005,123764
14215,2010,127707
14216,2000,125694
14216,2005,128174
14216,2010,129436
14217,2000,44156
14217,2005,44134
14217,2010,44020
14218,2000,81019
14218,2005,81767
14218,2010,83167
14301,2000,30413
14301,2005,31531
14301,2010,32766
14321,2000,46369
14321,2005,47457
14321,2010,47672
14341,2000,32259
14341,2005,32590
14341,2010,33032
14342,2000,30802
14342,2005,30247
14342,2010,29522
14361,2000,10222
14361,2005,10173
14361,2010,10010
14362,2000,16582
14362,2005,17530
14362,2010,17972
14363,2000,12987
14363,2005,12399
14363,2010,11676
14364,2000,13605
14364,2005,12655
14364,2010,11764
14366,2000,13396
14366,2005,15123
14366,2010,16369
14382,2000,15829
14382,2005,14206
14382,2010,13853
14383,2000,9075
14383,2005,8714
14383,2010,8212
14384,2000,27721
14384,2005,27430
14384,2010,26848
14401,2000,42760
14401,2005,42045
14401,2010,42089
14402,2000,3482
14402,2005,3507
14402,2010,3459
15000,2000,2475733
15000,2005,2431459
15000,2010,2374450
15100,2010,811901
15202,2000,193414
15202,2005,236344
15202,2010,282674
15204,2000,84447
15204,2005,104749
15204,2010,102292
15205,2000,88418
15205,2005,94648
15205,2010,91451
15206,2000,80734
15206,2005,104634
15206,2010,101202
15208,2000,41641
15208,2005,39956
15208,2010,38600
15209,2000,33085
15209,2005,31482
15209,2010,29762
15210,2000,43002
15210,2005,62058
15210,2010,58911
15211,2000,43526
15211,2005,42668
15211,2010,41862
15212,2000,31758
15212,2005,30685
15212,2010,66427
15213,2000,43480
15213,2005,43255
15213,2010,81876
15216,2000,32003
15216,2005,49844
15216,2010,47702
15217,2000,27882
15217,2005,37831
15217,2010,35457
15218,2000,38306
15218,2005,37282
15218,2010,54550
15222,2000,134751
15222,2005,208082
15222,2010,203899
15223,2005,47043
15223,2010,45560
15224,2005,67386
15224,2010,62727
15225,2005,43555
15225,2010,40361
15226,2005,63329
15226,2010,61624
15227,2005,32813
15227,2010,31424
15307,2000,13313
15307,2005,13497
15307,2010,13724
15342,2000,8535
15342,2005,8545
15342,2010,8582
15361,2000,13643
15361,2005,13363
15361,2010,12791
15385,2005,14703
15385,2010,13303
15405,2000,5814
15405,2005,5338
15405,2010,4907
15461,2000,9130
15461,2005,8713
15461,2010,8396
15482,2000,12389
15482,2005,11719
15482,2010,10881
15504,2000,5028
15504,2005,4806
15504,2010,4800
15581,2000,7510
15581,2005,7019
15581,2010,6438
15586,2000,449
15586,2005,438
15586,2010,366
16000,2000,1120851
16000,2005,1111729
16000,2010,1093247
16201,2000,325700
16201,2005,421239
16201,2010,421953
16202,2000,172184
16202,2005,167685
16202,2010,176061
16204,2000,47136
16204,2005,46331
16204,2010,44959
16205,2000,56680
16205,2005,54495
16205,2010,51726
16206,2000,33363
16206,2005,34002
16206,2010,33676
16207,2000,36531
16207,2005,36543
16207,2010,41852
16208,2000,40744
16208,2005,49429
16208,2010,49410
16209,2000,34625
16209,2005,33533
16209,2010,32067
16210,2005,58140
16210,2010,54724
16211,2010,93588
16321,2000,2153
16321,2005,2673
16321,2010,2967
16322,2000,23362
16322,2005,23039
16322,2010,21965
16323,2000,27994
16323,2005,28011
16323,2010,27466
16342,2000,28276
16342,2005,28005
16342,2010,27182
16343,2000,15915
16343,2005,14700
16343,2010,13651
17000,2000,1180977
17000,2005,1174026
17000,2010,1169788
17201,2000,456438
17201,2005,454607
17201,2010,462361
17202,2000,47351
17202,2005,61871
17202,2010,57900
17203,2000,108622
17203,2005,109084
17203,2010,108433
17204,2000,26381
17204,2005,25301
17204,2010,29858
17205,2000,19852
17205,2005,18050
17205,2010,16300
17206,2000,68368
17206,2005,74982
17206,2010,71887
17207,2000,25541
17207,2005,24517
17207,2010,23032
17209,2005,34847
17209,2010,34651
17210,2005,109450
17210,2010,110459
17211,2005,47207
17211,2010,48680
17324,2000,4922
17324,2005,5677
17324,2010,6147
17361,2000,34304
17361,2005,35712
17361,2010,36940
17365,2000,26560
17365,2005,26896
17365,2010,26927
17384,2000,15681
17384,2005,23790
17384,2010,22216
17386,2005,15236
17386,2010,14277
17407,2005,18959
17407,2010,18535
17461,2005,10549
17461,2010,9735
17463,2005,21792
17463,2010,19565
18000,2000,828944
18000,2005,821592
18000,2010,806314
18201,2000,252274
18201,2005,252220
18201,2010,266796
18202,2000,68145
18202,2005,68402
18202,2010,67760
18204,2000,33295
18204,2005,32182
18204,2010,31340
18205,2000,38880
18205,2005,37174
18205,2010,35291
18206,2000,28143
18206,2005,26961
18206,2010,25466
18207,2000,64898
18207,2005,66831
18207,2010,67450
18208,2005,31081
18208,2010,29989
18209,2005,87742
18209,2010,85614
18210,2010,91900
18322,2000,6562
18322,2005,6385
18322,2010,20647
18382,2000,3759
18382,2005,3405
18382,2010,3046
18404,2005,12274
18404,2010,11551
18423,2000,6112
18423,2005,23995
18423,2010,23160
18442,2000,11630
18442,2005,11023
18442,2010,10563
18481,2000,12119
18481,2005,11630
18481,2010,11062
18483,2010,8580
18501,2005,16780
18501,2010,16099
19000,2000,888172
19000,2005,884515
19000,2010,863075
19201,2000,196154
19201,2005,194244
19201,2010,198992
19202,2000,54090
19202,2005,52572
19202,2010,50619
19204,2000,35513
19204,2005,35017
19204,2010,33588
19205,2000,32505
19205,2005,38686
19205,2010,36832
19206,2000,33124
19206,2005,30879
19206,2010,28120
19207,2000,32707
19207,2005,33801
19207,2010,32477
19208,2005,72055
19208,2010,72635
19209,2005,42169
19209,2010,46968
19210,2005,74062
19210,2010,73807
19211,2005,71190
19211,2010,70529
19212,2005,28986
19212,2010,27114
19213,2010,33927
19214,2010,31322
19346,2005,17939
19346,2010,17111
19364,2000,1740
19364,2005,1534
19364,2010,1246
19365,2000,8014
19365,2005,16334
19365,2010,14462
19366,2000,6711
19366,2005,10254
19366,2010,9011
19368,2010,16307
19384,2000,15937
19384,2005,16764
19384,2010,17653
19422,2000,2087
19422,2005,2051
19422,2010,1919
19423,2000,4910
19423,2005,4850
19423,2010,4541
19424,2000,8367
19424,2005,8490
19424,2010,8635
19425,2000,5274
19425,2005,5440
19425,2010,5324
19429,2000,2864
19429,2005,2958
19429,2010,2964
19430,2005,23943
19430,2010,25471
19442,2000,1084
19442,2005,1018
19442,2010,816
19443,2000,866
19443,2005,780
19443,2010,685
20000,2000,2215168
20000,2005,2196114
20000,2010,2152449
20201,2000,360112
20201,2005,378512
20201,2010,381511
20202,2000,208970
20202,2005,227627
20202,2010,243037
20203,2000,125368
20203,2005,123680
20203,2010,159597
20204,2000,56401
20204,2005,54699
20204,2010,52841
20205,2000,107381
20205,2005,108624
20205,2010,105335
20206,2000,53858
20206,2005,53240
20206,2010,51200
20207,2000,54207
20207,2005,53668
20207,2010,52168
20208,2000,46158
20208,2005,45499
20208,2010,43997
20209,2000,62284
20209,2005,62869
20209,2010,71093
20210,2000,34338
20210,2005,34417
20210,2010,33693
20211,2000,42624
20211,2005,46788
20211,2010,45638
20212,2000,31011
20212,2005,29798
20212,2010,29801
20213,2000,26420
20213,2005,24960
20213,2010,23545
20214,2000,54841
20214,2005,57099
20214,2010,56391
20215,2000,64128
20215,2005,68346
20215,2010,67670
20217,2000,66875
20217,2005,100462
20217,2010,100552
20218,2005,64022
20218,2010,62068
20219,2005,31271
20219,2010,30696
20220,2005,96266
20220,2010,96479
20303,2000,5961
20303,2005,5663
20303,2010,5180
20304,2000,4908
20304,2005,4759
20304,2010,4972
20305,2000,3540
20305,2005,3494
20305,2010,3528
20306,2000,1584
20306,2005,1151
20306,2010,1121
20307,2000,1025
20307,2005,942
20307,2010,842
20309,2005,12980
20309,2010,12069
20321,2000,16181
20321,2005,17144
20321,2010,19018
20323,2000,13412
20323,2005,14124
20323,2010,14738
20324,2000,8609
20324,2005,8237
20324,2010,7707
20349,2000,4937
20349,2005,4774
20349,2010,4609
20350,2005,7304
20350,2010,6780
20361,2000,23930
20361,2005,22863
20361,2010,21532
20362,2000,15392
20362,2005,15528
20362,2010,15338
20363,2000,7207
20363,2005,7456
20363,2010,7573
20382,2000,22407
20382,2005,21801
20382,2010,20909
20383,2000,25661
20383,2005,26276
20383,2010,26214
20384,2000,10895
20384,2005,10570
20384,2010,9902
20385,2000,13404
20385,2005,13620
20385,2010,14543
20386,2000,5475
20386,2005,5263
20386,2010,5074
20388,2000,8692
20388,2005,8968
20388,2010,8974
20402,2000,14070
20402,2005,14117
20402,2010,13676
20403,2000,12528
20403,2005,12976
20403,2010,13216
20404,2000,6232
20404,2005,5972
20404,2010,5455
20407,2000,6183
20407,2005,6003
20407,2010,7036
20409,2000,712
20409,2005,688
20409,2010,563
20410,2000,1380
20410,2005,1253
20410,2010,1129
20411,2000,4075
20411,2005,4210
20411,2010,4200
20412,2000,741
20412,2005,735
20412,2010,656
20413,2000,2239
20413,2005,2002
20413,2010,1657
20414,2000,2237
20414,2005,2062
20414,2010,1910
20415,2000,7089
20415,2005,6912
20415,2010,6692
20416,2000,7221
20416,2005,7068
20416,2010,6819
20417,2000,1522
20417,2005,1356
20417,2010,1160
20422,2000,6376
20422,2005,5770
20422,2010,5245
20423,2000,5687
20423,2005,5238
20423,2010,4810
20425,2000,3596
20425,2005,3361
20425,2010,3134
20429,2000,1205
20429,2005,1097
20429,2010,965
20430,2000,4770
20430,2005,4457
20430,2010,4145
20432,2010,12743
20446,2000,3347
20446,2005,3204
20446,2010,2970
20448,2000,2416
20448,2005,2160
20448,2010,1953
20450,2000,7706
20450,2005,8195
20450,2010,8425
20451,2000,4908
20451,2005,4875
20451,2010,4741
20452,2010,5172
20481,2000,10658
20481,2005,10630
20481,2010,10329
20482,2000,9701
20482,2005,10072
20482,2010,10093
20485,2000,9492
20485,2005,9500
20485,2010,9205
20486,2000,4276
20486,2005,3920
20486,2010,3221
20521,2000,16830
20521,2005,16463
20521,2010,15730
20541,2000,11460
20541,2005,11477
20541,2010,11072
20543,2000,7776
20543,2005,7654
20543,2010,7563
20561,2000,15900
20561,2005,14704
20561,2010,13678
20562,2000,5513
20562,2005,5312
20562,2010,4939
20563,2000,4610
20563,2005,4259
20563,2010,3853
20583,2000,10391
20583,2005,9927
20583,2010,9238
20588,2000,3620
20588,2005,3371
20588,2010,3041
20590,2005,12504
20590,2010,11865
20602,2000,2638
20602,2005,2488
20602,2010,2215
21000,2000,2107700
21000,2005,2107226
21000,2010,2080773
21201,2000,402751
21201,2005,399931
21201,2010,413136
21202,2000,150246
21202,2005,151030
21202,2010,161160
21203,2000,66430
21203,2005,96231
21203,2010,92747
21204,2000,104135
21204,2005,103821
21204,2010,112595
21205,2000,74438
21205,2005,92597
21205,2010,91418
21206,2000,54902
21206,2005,84080
21206,2010,80910
21207,2000,24662
21207,2005,23390
21207,2010,22629
21208,2000,42298
21208,2005,42065
21208,2010,40387
21209,2000,64713
21209,2005,66730
21209,2010,67197
21210,2000,35677
21210,2005,55761
21210,2010,53718
21211,2000,50063
21211,2005,52133
21211,2010,54729
21212,2000,63283
21212,2005,62102
21212,2010,60475
21213,2000,131991
21213,2005,144174
21213,2010,145604
21214,2000,91652
21214,2005,97686
21214,2010,97436
21215,2005,30316
21215,2010,29629
21216,2005,50009
21216,2010,51950
21217,2005,28902
21217,2010,26732
21218,2005,34603
21218,2010,35047
21219,2005,47495
21219,2010,44491
21220,2005,38494
21220,2010,36314
21221,2005,39453
21221,2010,37941
21302,2000,22137
21302,2005,22776
21302,2010,23804
21303,2000,22319
21303,2005,22696
21303,2010,22809
21341,2000,33256
21341,2005,32550
21341,2010,31332
21361,2000,28935
21361,2005,28895
21361,2010,28505
21362,2000,9110
21362,2005,8618
21362,2010,8096
21381,2000,20750
21381,2005,20830
21381,2010,20065
21382,2000,9141
21382,2005,9419
21382,2010,10028
21383,2000,15078
21383,2005,15263
21383,2010,15271
21401,2000,19027
21401,2005,26192
21401,2010,23784
21403,2000,23071
21403,2005,23788
21403,2010,23859
21404,2000,23820
21404,2005,24559
21404,2010,24980
21421,2000,17250
21421,2005,17547
21421,2010,18395
21501,2000,8853
21501,2005,8552
21501,2010,8361
21502,2000,5835
21502,2005,5710
21502,2010,5516
21503,2000,11013
21503,2005,10838
21503,2010,10593
21504,2000,5234
21504,2005,4870
21504,2010,4484
21505,2000,13632
21505,2005,12935
21505,2010,12045
21506,2000,11282
21506,2005,10545
21506,2010,9530
21507,2000,2980
21507,2005,2854
21507,2010,2514
21521,2000,19653
21521,2005,19272
21521,2010,18824
21604,2000,2151
21604,2005,1983
21604,2010,1733
22000,2000,3767393
22000,2005,3792377
22000,2010,3765007
22100,2005,700886
22100,2010,716197
22130,2010,800866
22203,2000,207558
22203,2005,208005
22203,2010,202304
22205,2000,42936
22205,2005,41202
22205,2010,39611
22206,2000,110519
22206,2005,112241
22206,2010,111838
22207,2000,120222
22207,2005,121779
22207,2010,132001
22208,2000,71720
22208,2005,72441
22208,2010,71437
22209,2000,75248
22209,2005,96078
22209,2010,100276
22210,2000,234187
22210,2005,236474
22210,2010,254027
22211,2000,86717
22211,2005,170899
22211,2010,168625
22212,2000,118248
22212,2005,120109
22212,2010,143249
22213,2000,80217
22213,2005,117857
22213,2010,116363
22214,2000,128494
22214,2005,129248
22214,2010,142151
22215,2000,82533
22215,2005,85976
22215,2010,89030
22216,2000,59835
22216,2005,82991
22216,2010,84846
22219,2000,27798
22219,2005,26557
22219,2010,25013
22220,2000,52682
22220,2005,53062
22220,2010,54546
22221,2000,43711
22221,2005,44057
22221,2010,60107
22222,2005,36627
22222,2010,34202
22223,2005,35272
22223,2010,34700
22224,2005,47502
22224,2010,47041
22225,2005,50011
22225,2010,49269
22226,2010,49019
22301,2000,15807
22301,2005,15165
22301,2010,14064
22302,2000,8705
22302,2005,8303
22302,2010,7998
22304,2000,10304
22304,2005,10003
22304,2010,9516
22305,2000,8515
22305,2005,8104
22305,2010,7653
22306,2000,7747
22306,2005,10372
22306,2010,9469
22325,2000,38611
22325,2005,38803
22325,2010,38571
22341,2000,30870
22341,2005,31961
22341,2010,32302
22342,2000,36169
22342,2005,38716
22342,2010,40763
22344,2000,22235
22344,2005,21478
22344,2010,20629
22424,2000,27492
22424,2005,28648
22424,2010,29815
22429,2005,8988
22429,2010,8074
22461,2000,20689
22461,2005,20273
22461,2010,19435
23000,2000,7043300
23000,2005,7254704
23000,2010,7410719
23100,2000,2171557
23100,2005,2215062
23100,2010,2263894
23201,2000,364856
23201,2005,372479
23201,2010,376665
23202,2000,336583
23202,2005,354704
23202,2010,372357
23203,2000,273711
23203,2005,371687
23203,2010,378566
23204,2000,131650
23204,2005,131925
23204,2010,132224
23205,2000,110837
23205,2005,115845
23205,2010,118828
23206,2000,287623
23206,2005,295802
23206,2010,305569
23207,2000,117327
23207,2005,120967
23207,2010,181928
23208,2000,65422
23208,2005,65547
23208,2010,65258
23209,2000,67814
23209,2005,71408
23209,2010,72018
23210,2000,132054
23210,2005,142134
23210,2010,145781
23211,2000,351101
23211,2005,412141
23211,2010,421487
23212,2000,158824
23212,2005,170250
23212,2010,178691
23213,2000,100805
23213,2005,104321
23213,2010,106823
23214,2000,82108
23214,2005,82108
23214,2010,82249
23215,2000,72583
23215,2005,74294
23215,2010,75198
23216,2000,50183
23216,2005,51265
23216,2010,54858
23217,2000,97923
23217,2005,99055
23217,2010,99730
23219,2000,143122
23219,2005,147182
23219,2010,147132
23220,2000,100270
23220,2005,136965
23220,2010,136442
23221,2000,36022
23221,2005,52178
23221,2010,49864
23222,2000,99921
23222,2005,104339
23222,2010,107690
23223,2000,75273
23223,2005,80262
23223,2010,85249
23224,2000,80536
23224,2005,83373
23224,2010,84768
23225,2000,62587
23225,2005,66085
23225,2010,68398
23226,2000,75066
23226,2005,78394
23226,2010,81140
23227,2000,38127
23227,2005,41351
23227,2010,44027
23228,2000,46906
23228,2005,47926
23228,2010,47340
23229,2000,66495
23229,2005,68285
23229,2010,69745
23230,2000,70188
23230,2005,78591
23230,2010,84237
23231,2005,66390
23231,2010,64119
23232,2005,65556
23232,2010,64978
23233,2005,55038
23233,2010,65757
23234,2010,81571
23235,2010,43272
23236,2010,60098
23237,2010,86714
23302,2000,36878
23302,2005,39384
23302,2010,41851
23342,2000,13001
23342,2005,13565
23342,2010,14405
23361,2000,20633
23361,2005,21602
23361,2010,22446
23362,2000,31728
23362,2005,32535
23362,2010,33558
23424,2000,27073
23424,2005,28501
23424,2010,29891
23425,2000,36240
23425,2005,36750
23425,2010,36688
23427,2000,4525
23427,2005,4369
23427,2010,4525
23441,2000,24028
23441,2005,24577
23441,2010,25466
23442,2000,45168
23442,2005,48046
23442,2010,49800
23445,2000,23250
23445,2005,21909
23445,2010,20549
23446,2000,26083
23446,2005,26294
23446,2010,25178
23447,2000,39993
23447,2005,40981
23447,2010,42408
23501,2000,33408
23501,2005,35596
23501,2010,37930
23561,2000,5305
23561,2005,6306
23561,2010,5769
23562,2000,4717
23562,2005,4347
23562,2010,3757
23563,2000,1420
23563,2005,1309
23563,2010,1336
24000,2000,1857339
24000,2005,1866963
24000,2010,1854724
24201,2000,163246
24201,2005,165182
24201,2010,285746
24202,2000,291105
24202,2005,303845
24202,2010,307766
24203,2000,100145
24203,2005,97777
24203,2010,130271
24204,2000,123727
24204,2005,168973
24204,2010,168017
24205,2000,108378
24205,2005,138963
24205,2010,140290
24207,2000,186151
24207,2005,193114
24207,2010,199293
24208,2000,83291
24208,2005,82156
24208,2010,80284
24209,2000,23683
24209,2005,22103
24209,2010,20033
24210,2000,39334
24210,2005,49253
24210,2010,51023
24211,2000,24945
24211,2005,23067
24211,2010,21435
24212,2000,20898
24212,2005,19607
24212,2010,19662
24214,2005,46446
24214,2010,45684
24215,2005,58225
24215,2010,54694
24216,2005,100623
24216,2010,97207
24303,2000,7172
24303,2005,6965
24303,2010,6855
24324,2000,26305
24324,2005,25897
24324,2010,25661
24341,2000,37972
24341,2005,38986
24341,2010,39978
24343,2000,6716
24343,2005,7114
24343,2010,9626
24344,2000,11782
24344,2005,13048
24344,2010,14003
24441,2000,10868
24441,2005,10647
24441,2010,15438
24442,2000,22300
24442,2005,22618
24442,2010,22833
24443,2000,7332
24443,2005,7244
24443,2010,10416
24461,2000,14284
24461,2005,14888
24461,2010,15297
24470,2000,9218
24470,2005,9057
24470,2010,8692
24471,2005,10788
24471,2010,9846
24472,2005,16687
24472,2010,14791
24543,2010,18611
24561,2000,10030
24561,2005,9903
24561,2010,9376
24562,2000,7940
24562,2005,7811
24562,2010,11896
25000,2000,1342832
25000,2005,1380361
25000,2010,1410777
25201,2000,288240
25201,2005,301672
25201,2010,337634
25202,2000,107860
25202,2005,109779
25202,2010,112156
25203,2000,60104
25203,2005,62225
25203,2010,124131
25204,2000,68366
25204,2005,68530
25204,2010,81738
25206,2000,115455
25206,2005,121159
25206,2010,130874
25207,2000,65542
25207,2005,70823
25207,2010,76560
25208,2005,59869
25208,2010,63655
25209,2005,93853
25209,2010,92704
25210,2005,49486
25210,2010,49955
25211,2005,55325
25211,2010,54614
25212,2005,53950
25212,2010,52486
25213,2005,78803
25213,2010,115479
25214,2005,41009
25214,2010,40060
25383,2000,23022
25383,2005,22809
25383,2010,22870
25384,2000,13370
