municipality_code,municipality_name,prefecture,population_total,population_15_29,population_65_plus,population_2015,households_total,births_annual,data_year,source_url
08228,坂東市,茨城県,52265,7116,15772,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08229,稲敷市,茨城県,39039,4366,14329,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08230,かすみがうら市,茨城県,40087,5543,12779,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08231,桜川市,茨城県,39122,4538,13423,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08232,神栖市,茨城県,95454,14351,22162,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08233,行方市,茨城県,32185,3616,11604,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08234,鉾田市,茨城県,45953,6179,15454,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08235,つくばみらい市,茨城県,49872,5523,13152,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08236,小美玉市,茨城県,48870,6844,14724,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08302,茨城町,茨城県,31401,3842,10983,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08309,大洗町,茨城県,15715,2010,5225,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08310,城里町,茨城県,18097,1990,6774,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08341,東海村,茨城県,37891,5205,9517,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08364,大子町,茨城県,15736,1210,7266,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08442,美浦村,茨城県,14602,1825,4677,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08443,阿見町,茨城県,48553,7147,13360,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08447,河内町,茨城県,8231,951,3227,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08521,八千代町,茨城県,21026,3057,6459,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08542,五霞町,茨城県,8093,949,2732,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08546,境町,茨城県,24201,3448,7018,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
08564,利根町,茨城県,15340,1523,6903,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09000,栃木県,栃木県,1933146,256419,554381,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09201,宇都宮市,栃木県,518757,71069,129853,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09202,足利市,栃木県,144746,18363,47023,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09203,栃木市,栃木県,155549,20186,49179,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09204,佐野市,栃木県,116228,14690,35621,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09205,鹿沼市,栃木県,94033,11959,28504,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09206,日光市,栃木県,77661,9005,27850,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09208,小山市,栃木県,166666,24387,41781,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09209,真岡市,栃木県,78190,10559,21215,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09210,大田原市,栃木県,72087,10356,20726,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09211,矢板市,栃木県,31165,3858,10334,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09213,那須塩原市,栃木県,115210,14940,32020,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09214,さくら市,栃木県,44513,6092,11734,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09215,那須烏山市,栃木県,24875,2569,9331,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09216,下野市,栃木県,59507,8751,14912,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09301,上三川町,栃木県,30806,4645,7262,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09342,益子町,栃木県,21898,2439,7041,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09343,茂木町,栃木県,11891,1038,5073,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09344,市貝町,栃木県,11262,1403,3317,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09345,芳賀町,栃木県,14961,1650,4782,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09361,壬生町,栃木県,39474,5692,11443,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09364,野木町,栃木県,24913,2993,8095,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09384,塩谷町,栃木県,10354,1038,4157,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09386,高根沢町,栃木県,29229,4678,7409,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09407,那須町,栃木県,23956,2559,9690,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
09411,那珂川町,栃木県,15215,1500,6029,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10000,群馬県,群馬県,1939110,260713,576729,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10201,前橋市,群馬県,332149,42698,96390,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10202,高崎市,群馬県,372973,51614,105034,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10203,桐生市,群馬県,106445,13088,38392,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10204,伊勢崎市,群馬県,211850,32278,53086,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10205,太田市,群馬県,223014,32915,58057,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10206,沼田市,群馬県,45337,5245,15489,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10207,館林市,群馬県,75309,10265,22103,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10208,渋川市,群馬県,74581,8849,26284,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10209,藤岡市,群馬県,63261,8322,20486,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10210,富岡市,群馬県,47446,5890,16334,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10211,安中市,群馬県,54907,6294,19753,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10212,みどり市,群馬県,49648,6740,14832,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10344,榛東村,群馬県,14216,2109,3776,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10345,吉岡町,群馬県,21792,2985,5212,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10366,上野村,群馬県,1128,130,518,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10367,神流町,群馬県,1645,89,1011,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10382,下仁田町,群馬県,6576,484,3340,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10383,南牧村,群馬県,1611,62,1051,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10384,甘楽町,群馬県,12491,1437,4274,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10421,中之条町,群馬県,15386,1618,6294,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10424,長野原町,群馬県,5095,509,1991,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10425,嬬恋村,群馬県,8850,867,3285,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10426,草津町,群馬県,6049,671,2348,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10428,高山村,群馬県,3511,502,1299,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10429,東吾妻町,群馬県,12728,1326,5253,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10443,片品村,群馬県,3993,345,1639,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10444,川場村,群馬県,3480,347,1566,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10448,昭和村,群馬県,6953,958,2281,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10449,みなかみ町,群馬県,17195,1697,7014,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10464,玉村町,群馬県,36054,5130,9207,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10521,板倉町,群馬県,14083,1971,4735,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10522,明和町,群馬県,10882,1509,3316,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10523,千代田町,群馬県,10861,1481,3374,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10524,大泉町,群馬県,42089,7096,9464,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
10525,邑楽町,群馬県,25522,3192,8241,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11000,埼玉県,埼玉県,7344765,1055905,1934994,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11100,さいたま市,埼玉県,1324025,204662,304992,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11201,川越市,埼玉県,354571,43841,89061,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11202,熊谷市,埼玉県,194415,27165,57262,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11203,川口市,埼玉県,594274,92258,137923,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11206,行田市,埼玉県,78617,10451,25010,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11207,秩父市,埼玉県,59674,7132,20342,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11208,所沢市,埼玉県,342464,41246,87050,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11209,飯能市,埼玉県,80361,10994,25204,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11210,加須市,埼玉県,111623,15103,33283,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11211,本庄市,埼玉県,78569,10748,22661,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11212,東松山市,埼玉県,91791,13258,25995,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11214,春日部市,埼玉県,229792,26645,68663,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11215,狭山市,埼玉県,148699,20101,47661,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11216,羽生市,埼玉県,52862,6916,15821,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11217,鴻巣市,埼玉県,116828,15558,34993,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11218,深谷市,埼玉県,141268,19292,40881,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11219,上尾市,埼玉県,226940,30544,61216,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11221,草加市,埼玉県,248304,40095,61664,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11222,越谷市,埼玉県,341621,51734,87123,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11223,蕨市,埼玉県,74283,12925,17247,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11224,戸田市,埼玉県,140899,24427,23065,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11225,入間市,埼玉県,145651,20275,42924,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11227,朝霞市,埼玉県,141083,24016,27533,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11228,志木市,埼玉県,75346,11142,18689,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11229,和光市,埼玉県,83989,15594,15040,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11230,新座市,埼玉県,166017,23319,42180,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11231,桶川市,埼玉県,74748,10162,22126,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11232,久喜市,埼玉県,150582,19548,46097,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11233,北本市,埼玉県,65201,8438,21183,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11234,八潮市,埼玉県,93363,14966,21283,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11235,富士見市,埼玉県,111859,17753,27171,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11237,三郷市,埼玉県,142145,19111,38602,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11238,蓮田市,埼玉県,61499,8175,19902,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11239,坂戸市,埼玉県,100275,15117,29435,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11240,幸手市,埼玉県,50066,5930,17633,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11241,鶴ヶ島市,埼玉県,70117,10689,20241,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11242,日高市,埼玉県,54571,7073,17966,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11243,吉川市,埼玉県,71979,11119,17315,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11245,ふじみ野市,埼玉県,113597,16769,29317,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11246,白岡市,埼玉県,52214,7106,14597,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11301,伊奈町,埼玉県,44841,6956,10920,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11324,三芳町,埼玉県,38434,5181,11530,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11326,毛呂山町,埼玉県,35366,5710,11594,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11327,越生町,埼玉県,11029,1352,3984,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11341,滑川町,埼玉県,19732,2679,4611,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11342,嵐山町,埼玉県,17889,2411,5868,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11343,小川町,埼玉県,28524,3109,11093,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11346,川島町,埼玉県,19378,2424,6970,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11347,吉見町,埼玉県,18192,2325,6146,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11348,鳩山町,埼玉県,13560,1274,6226,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11349,ときがわ町,埼玉県,10540,1138,4092,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11361,横瀬町,埼玉県,7979,1008,2713,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11362,皆野町,埼玉県,9302,1009,3578,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11363,長瀞町,埼玉県,6807,724,2697,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11365,小鹿野町,埼玉県,10928,1109,4248,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11369,東秩父村,埼玉県,2709,264,1261,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11381,美里町,埼玉県,11039,1339,3720,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11383,神川町,埼玉県,13359,1753,4381,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11385,上里町,埼玉県,30343,4076,8322,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11408,寄居町,埼玉県,32374,4232,10904,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11442,宮代町,埼玉県,34147,4635,10974,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11464,杉戸町,埼玉県,43845,5687,14406,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
11465,松伏町,埼玉県,28266,4113,8405,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12000,千葉県,千葉県,6284480,909234,1699991,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12100,千葉市,千葉県,974951,140303,249963,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12202,銚子市,千葉県,58431,6868,22053,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12203,市川市,千葉県,496676,83917,103359,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12204,船橋市,千葉県,642907,99864,152773,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12205,館山市,千葉県,45153,4247,17734,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12206,木更津市,千葉県,136166,19364,37370,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12207,松戸市,千葉県,498232,76807,127595,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12208,野田市,千葉県,152638,21136,47051,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12210,茂原市,千葉県,86782,10384,28774,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12211,成田市,千葉県,132906,23200,31352,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12212,佐倉市,千葉県,168743,21284,55000,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12213,東金市,千葉県,58219,8615,17163,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12215,旭市,千葉県,63745,8199,19843,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12216,習志野市,千葉県,176197,29351,40483,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12217,柏市,千葉県,426468,60653,110212,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12218,勝浦市,千葉県,16927,2514,7290,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12219,市原市,千葉県,269524,37083,78661,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12220,流山市,千葉県,199849,26753,46047,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12221,八千代市,千葉県,199498,30663,50490,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12222,我孫子市,千葉県,130510,17351,39879,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12223,鴨川市,千葉県,32116,4204,12375,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12224,鎌ケ谷市,千葉県,109932,15178,31488,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12225,君津市,千葉県,82206,11264,26366,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12226,富津市,千葉県,42465,4926,16118,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12227,浦安市,千葉県,171362,35035,29971,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12228,四街道市,千葉県,93576,12262,27066,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12229,袖ケ浦市,千葉県,63883,8661,17057,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12230,八街市,千葉県,67455,9185,20912,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12231,印西市,千葉県,102609,13207,23698,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12232,白井市,千葉県,62441,8266,17101,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12233,富里市,千葉県,49735,7218,14035,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12234,南房総市,千葉県,35831,2727,16895,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12235,匝瑳市,千葉県,35040,3896,12581,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12236,香取市,千葉県,72356,7989,26659,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12237,山武市,千葉県,48444,5589,17329,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12238,いすみ市,千葉県,35544,3195,15065,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12239,大網白里市,千葉県,48129,5834,15770,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12322,酒々井町,千葉県,20745,3364,6810,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12329,栄町,千葉県,20127,2229,7840,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12342,神崎町,千葉県,5816,691,2011,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12347,多古町,千葉県,13735,1551,5097,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12349,東庄町,千葉県,13228,1405,5187,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12403,九十九里町,千葉県,14639,1510,5920,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12409,芝山町,千葉県,7033,813,2629,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12410,横芝光町,千葉県,22075,2439,8295,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12421,一宮町,千葉県,11897,1303,3890,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12422,睦沢町,千葉県,6760,629,2843,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12423,長生村,千葉県,13803,2029,4740,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12424,白子町,千葉県,10305,931,4162,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12426,長柄町,千葉県,6721,640,2960,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12427,長南町,千葉県,7198,637,3215,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12441,大多喜町,千葉県,8885,836,3883,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12443,御宿町,千葉県,6874,466,3570,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
12463,鋸南町,千葉県,6993,569,3361,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13000,東京都,東京都,14047594,2254844,3107822,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13101,千代田区,東京都,66680,10993,10852,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13102,中央区,東京都,169179,21728,24683,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13103,港区,東京都,260486,33626,42546,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13104,新宿区,東京都,349385,60249,63185,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13105,文京区,東京都,240069,39696,42020,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13106,台東区,東京都,211444,32445,47510,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13107,墨田区,東京都,272085,45451,60108,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13108,江東区,東京都,524310,75453,110002,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13109,品川区,東京都,422488,62637,79532,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13110,目黒区,東京都,288088,45325,55811,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13111,大田区,東京都,748081,125330,161855,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13112,世田谷区,東京都,943664,159647,190042,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13113,渋谷区,東京都,243883,33625,41261,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13114,中野区,東京都,344880,63074,65878,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13115,杉並区,東京都,591108,97669,117072,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13116,豊島区,東京都,301599,60445,58539,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13117,北区,東京都,355213,59969,87381,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13118,荒川区,東京都,217475,35366,50411,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13119,板橋区,東京都,584483,100457,132602,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13120,練馬区,東京都,752608,125704,159298,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13121,足立区,東京都,695043,107913,170261,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13122,葛飾区,東京都,453093,71335,111893,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13123,江戸川区,東京都,697932,118524,145764,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
13201,八王子市,東京都,579355,97363,153504,,,,2020,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0003445245
