municipality_code,financial_capability_index,real_debt_service_ratio_pct,taxable_income_per_capita_yen,homeownership_rate_pct,crime_rate_per_1000,doctors_per_100k,ssds_hospital_count,unemployment_rate_pct,tertiary_industry_pct,dwelling_area_sqm,day_night_pop_ratio,school_count,nursery_children,ssds_data_year,ssds_source_url
23236,1.41,2.3,4300616,65.2,18.16,90.4,2,2.4,56.6,101.68,101.1,12,1187,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23237,0.72,6.4,3425150,73.5,17.78,133.5,3,3.4,63.0,110.9,83.6,17,1974,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23238,1.06,-0.7,4652173,55.3,18.0,1013.9,2,2.5,74.9,87.94,105.5,9,1455,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23302,0.88,1.9,3791254,71.9,12.62,100.2,2,2.6,61.1,104.43,82.6,9,861,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23342,1.12,0.0,3538219,52.5,24.21,44.8,0,3.1,67.0,95.2,127.4,4,390,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23361,1.15,1.2,3742517,68.4,18.1,144.0,1,3.1,58.8,110.49,137.2,4,621,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23362,0.81,0.6,3521316,71.1,16.82,70.3,0,3.1,63.7,109.63,78.4,6,804,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23424,0.83,1.6,3351770,65.9,19.97,37.0,0,3.5,65.1,101.02,75.9,4,690,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23425,0.87,4.1,3428495,59.8,21.61,112.5,2,3.1,69.0,93.17,81.4,7,677,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23427,2.1,-0.9,3937718,,44.15,109.3,0,2.6,59.2,,282.5,0,172,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23441,0.79,4.0,3620022,85.0,12.93,105.7,0,3.0,60.8,118.13,86.9,5,894,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23442,0.93,-0.4,3651426,75.4,13.83,60.5,1,3.2,56.3,103.42,83.0,10,1379,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23445,0.5,5.4,3084755,85.9,14.26,138.4,1,2.5,53.1,131.42,94.7,7,335,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23446,0.67,1.5,3210880,78.8,16.94,253.4,2,3.1,62.2,127.24,90.9,7,570,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23447,0.99,-1.7,3365758,73.1,10.06,71.2,2,3.0,56.1,105.31,86.2,6,1376,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23501,1.11,0.6,3652582,70.1,12.91,103.7,1,2.8,49.7,111.91,93.4,9,1108,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23561,0.24,5.4,2871827,,6.31,67.6,0,2.1,59.5,,108.7,7,76,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23562,0.18,8.7,2732487,,4.42,102.0,0,2.2,65.8,,97.4,2,82,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
23563,0.27,8.2,3017755,,4.92,196.7,0,1.8,66.5,,106.3,2,17,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24201,0.7,4.7,3445645,69.7,15.52,429.5,22,3.2,69.4,105.71,102.8,73,5742,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24202,1.21,1.9,3704285,62.7,16.45,253.1,13,2.9,62.1,100.65,104.7,63,5295,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24203,0.59,4.2,3178293,73.7,12.98,351.1,4,3.3,69.2,106.4,100.2,33,2909,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24204,0.57,3.6,3229147,71.5,13.49,296.0,7,3.4,64.4,107.85,95.7,54,4036,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24205,0.82,7.7,3842461,74.8,16.74,228.0,8,2.8,62.6,113.99,92.8,40,2861,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24207,0.89,0.7,3434866,68.2,18.34,217.2,10,3.4,58.9,106.8,94.6,40,4565,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24208,0.67,15.8,3100945,79.2,10.17,133.5,2,3.6,63.1,117.02,88.4,19,1468,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24209,0.35,10.8,3101110,81.1,12.0,190.7,1,3.3,73.7,100.36,103.0,12,401,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24210,0.87,2.5,3258140,71.3,12.26,86.3,3,2.7,55.4,111.72,99.9,14,997,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24211,0.43,8.5,2664504,77.9,10.39,79.9,0,3.0,67.4,114.67,106.0,11,419,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24212,0.25,4.6,2760704,79.9,13.03,162.9,1,3.9,74.1,94.79,101.8,29,422,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24214,0.83,8.1,3254497,80.9,10.87,180.1,4,2.7,48.8,142.22,110.4,15,1055,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24215,0.38,10.5,2730267,85.1,9.64,193.2,3,3.6,72.0,117.76,93.4,13,807,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24216,0.62,9.4,3030718,71.1,13.28,165.6,4,2.9,51.4,126.8,106.9,29,2539,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24303,0.57,4.9,2939260,,16.94,83.0,0,3.1,56.7,,95.2,2,74,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24324,0.75,2.7,3315772,90.1,7.64,112.5,2,2.8,57.9,131.39,87.0,8,490,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24341,0.78,3.2,4003474,80.4,9.25,133.1,1,2.6,57.4,122.95,84.6,7,742,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24343,0.8,7.4,3941258,,12.79,63.5,0,2.0,60.9,,83.2,2,160,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24344,1.28,2.3,3423701,62.9,22.15,72.7,0,2.9,54.6,106.85,95.2,3,370,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24441,0.52,3.9,2963744,95.5,10.27,85.6,0,2.8,57.4,138.17,104.5,7,503,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24442,0.55,10.3,2998192,85.3,10.83,147.0,2,3.2,59.4,123.35,88.3,6,612,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24443,0.24,8.1,2828500,,9.23,184.6,1,3.0,61.0,,96.0,6,224,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24461,0.59,6.1,2998504,90.6,7.45,93.1,1,3.0,58.5,131.62,96.5,5,569,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24470,0.35,3.6,2896445,,6.12,38.2,0,3.3,59.6,,78.3,2,66,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24471,0.18,12.0,2678174,,6.4,102.4,0,4.5,62.5,,90.2,6,169,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24472,0.21,10.6,2780317,93.4,8.28,127.4,1,3.7,61.1,125.2,94.3,5,215,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24543,0.28,6.7,2768411,82.6,13.83,157.5,2,3.7,63.9,101.54,96.7,12,333,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24561,0.28,8.2,2895252,,12.25,371.3,1,2.6,63.2,,95.7,7,186,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
24562,0.28,9.8,2812092,,7.07,77.5,0,2.9,64.6,,87.2,7,301,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25201,0.8,1.4,3706812,71.6,10.32,390.9,15,3.8,73.9,99.59,90.8,59,7305,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25202,0.79,6.0,3325496,64.6,13.07,182.1,3,3.3,61.9,110.93,100.2,25,2620,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25203,0.53,1.2,3164359,77.0,11.03,257.8,4,3.1,57.5,142.5,97.6,33,2833,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25204,0.67,1.1,3323400,73.5,13.56,266.3,3,3.2,59.7,113.57,91.0,17,1564,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25206,0.94,6.4,3964155,54.2,13.93,203.6,7,3.4,65.7,86.83,106.9,21,2985,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25207,0.84,4.7,3731850,74.7,9.33,299.1,3,3.0,64.3,111.65,90.0,15,1953,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25208,0.98,12.3,3714334,62.8,9.52,292.1,1,3.0,63.7,102.74,98.2,12,1281,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25209,0.66,6.5,3085476,76.5,10.59,203.7,5,3.1,54.9,131.04,100.7,28,2266,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25210,0.8,8.3,3552914,72.8,9.4,180.2,3,2.9,58.9,114.78,103.0,9,1081,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25211,0.77,8.3,3167808,66.5,10.93,88.1,2,3.3,53.3,104.54,97.5,13,1290,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25212,0.37,9.6,2934127,83.8,9.44,185.4,3,3.5,63.4,137.32,95.0,19,1073,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25213,0.61,8.6,3139565,73.9,10.1,210.1,7,3.7,53.3,130.04,94.8,32,2277,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25214,0.53,4.9,3232873,90.2,9.81,64.5,0,2.9,59.3,147.96,93.5,15,1028,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25383,0.72,6.5,2987460,81.6,8.16,186.0,1,2.7,50.1,150.0,102.9,6,464,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25384,1.11,6.3,3123093,,8.65,144.2,0,2.8,50.0,,146.1,3,235,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25425,0.59,3.8,3089668,75.3,9.91,38.3,0,2.9,53.8,123.44,98.8,6,328,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25441,0.44,2.0,2853271,,13.88,420.6,1,4.1,55.4,,97.7,3,166,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25442,0.38,10.4,2958927,,6.13,47.2,0,4.1,50.2,,97.3,3,185,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
25443,0.64,7.3,3121110,,7.29,55.0,0,4.0,56.5,,115.2,3,165,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26100,0.81,11.8,3877084,52.2,22.52,460.1,95,4.5,76.2,72.84,108.4,255,27795,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26101,,,,57.4,19.56,232.2,9,4.7,78.9,79.62,103.1,26,2129,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26102,,,,41.2,17.45,1585.3,7,4.6,80.4,65.6,118.4,16,1407,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26103,,,,49.4,20.33,1010.0,13,4.2,83.9,74.78,105.1,33,2978,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26104,,,,47.9,31.44,610.9,8,4.1,79.7,63.06,137.9,20,2082,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26105,,,,46.6,36.28,852.4,3,4.9,80.9,72.16,141.5,5,645,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26106,,,,42.7,38.81,496.5,7,4.3,78.1,61.16,160.7,13,1174,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26107,,,,52.1,24.88,154.0,7,4.2,68.7,68.16,133.8,15,2813,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26108,,,,58.0,17.93,159.9,11,4.4,74.1,73.61,94.5,32,3459,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26109,,,,52.4,22.58,288.6,16,4.9,72.2,73.08,98.8,49,5850,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26110,,,,57.6,20.39,253.9,7,4.6,73.7,76.85,92.2,21,2261,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26111,,,,58.0,17.54,289.0,7,4.1,75.9,85.74,85.6,25,2997,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26201,0.53,9.9,3075546,64.8,15.54,239.3,6,2.8,63.7,119.26,105.1,25,2555,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26202,0.66,12.8,3092822,68.0,14.68,205.4,7,3.1,71.7,103.42,98.0,25,1596,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26203,0.49,9.8,2851326,69.6,12.75,235.5,3,3.4,59.4,111.25,103.8,16,778,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26204,0.74,0.0,3409173,76.7,17.21,267.2,9,4.4,71.8,91.53,87.8,33,3704,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26205,0.41,16.1,2821702,74.8,14.92,131.3,1,3.0,72.5,130.1,107.0,8,351,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26206,0.59,12.9,3110395,79.6,16.1,142.7,4,3.7,67.3,110.21,87.6,23,2161,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26207,0.66,9.7,3158207,79.8,14.57,182.3,5,3.7,69.4,94.84,86.4,15,1577,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26208,0.71,2.3,3964273,75.0,17.9,121.4,1,3.7,72.1,87.6,79.5,10,1209,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26209,0.79,2.6,3862176,73.2,11.49,255.6,6,3.7,71.4,85.35,91.1,15,1383,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26210,0.7,3.6,3289416,68.2,21.14,129.2,4,4.7,69.8,95.38,90.8,12,1690,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26211,0.78,0.5,4008721,64.9,17.4,199.3,4,3.5,72.2,93.27,98.9,13,1256,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26212,0.29,12.5,2724740,85.2,9.1,159.3,4,2.8,59.9,148.43,97.3,23,1445,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26213,0.31,11.6,2860299,70.7,13.03,436.3,3,3.4,63.8,116.8,104.9,13,648,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26214,0.63,9.3,3621421,76.0,11.73,154.0,1,3.7,75.5,114.0,80.4,20,1964,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26303,0.77,3.9,3433929,79.2,12.47,69.0,0,3.4,72.2,88.69,84.6,3,329,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26322,1.12,-0.5,3170638,59.7,35.87,845.9,2,3.7,58.1,95.08,186.9,4,319,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26343,0.38,-0.8,3102330,,20.52,54.0,0,6.2,60.2,,94.1,4,170,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26344,0.59,8.0,3204288,,12.57,33.7,0,2.6,55.9,,103.4,3,201,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26364,0.2,5.1,2699260,,20.98,87.4,0,4.3,72.4,,90.8,1,15,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26365,0.19,12.2,2761408,,10.35,86.3,0,4.0,54.2,,88.6,2,93,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26366,0.73,11.8,3941273,84.0,14.95,146.4,2,3.1,75.9,118.61,82.7,8,851,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26367,0.22,8.5,2720344,,13.8,41.8,0,3.8,62.5,,88.0,2,41,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26407,0.28,16.8,2655582,93.0,15.11,69.7,2,3.1,57.0,144.76,94.8,8,236,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26463,0.11,8.2,2502672,,7.78,0.0,0,2.1,61.9,,97.9,3,50,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
26465,0.28,17.2,2712314,79.0,7.86,403.1,1,3.0,62.6,136.64,90.0,9,391,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27100,0.92,1.8,3727621,40.1,30.0,359.5,174,4.9,75.4,60.05,128.4,444,44693,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27102,,,,44.1,27.65,504.2,9,4.6,78.4,58.73,97.2,15,2181,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27103,,,,39.8,20.86,635.3,6,3.5,78.5,57.96,115.1,12,1540,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27104,,,,50.0,19.11,191.6,3,5.2,72.7,67.54,126.5,13,1283,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27106,,,,32.8,28.43,411.9,8,3.8,79.7,48.75,169.4,12,1359,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27107,,,,43.4,24.0,197.7,3,5.2,75.7,63.04,104.5,16,1705,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27108,,,,48.5,23.53,269.0,3,5.3,70.8,68.68,104.8,14,1359,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27109,,,,46.6,36.08,867.9,9,3.9,81.3,63.44,144.8,17,1299,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
27111,,,,12.4,55.64,264.9,4,7.4,80.8,38.22,141.1,9,840,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
