municipality_code,financial_capability_index,real_debt_service_ratio_pct,taxable_income_per_capita_yen,homeownership_rate_pct,crime_rate_per_1000,doctors_per_100k,ssds_hospital_count,unemployment_rate_pct,tertiary_industry_pct,dwelling_area_sqm,day_night_pop_ratio,school_count,nursery_children,ssds_data_year,ssds_source_url
01100,0.72,2.7,3409882,49.4,13.89,353.6,199,4.7,82.5,79.47,100.0,307,26613,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01101,,,,41.4,20.31,834.8,39,4.7,88.3,66.54,159.5,27,2518,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01102,,,,53.5,14.33,415.1,22,4.4,80.4,83.67,95.2,49,3954,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01103,,,,43.6,15.74,303.7,24,4.6,80.2,78.31,94.8,41,4519,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01104,,,,36.8,15.69,237.9,20,5.1,80.4,70.1,97.1,28,3831,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01105,,,,40.6,12.32,216.2,16,5.0,85.7,70.12,86.4,34,2979,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01106,,,,63.9,8.51,184.1,13,4.9,84.3,91.73,89.5,29,1369,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01107,,,,53.9,11.52,254.3,23,4.3,82.7,82.13,88.6,30,3263,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01108,,,,51.5,13.29,294.2,16,4.6,83.3,84.81,92.3,21,1568,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01109,,,,67.8,10.61,378.6,14,4.6,78.1,96.89,86.6,25,1619,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01110,,,,75.6,9.84,171.8,12,4.2,80.6,104.16,86.7,23,993,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01202,0.48,5.1,3036624,58.2,13.98,328.6,27,4.9,77.1,92.23,102.6,62,3524,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01203,0.46,5.7,2777887,66.3,9.31,260.6,15,6.0,79.8,95.71,102.9,30,1370,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01204,0.53,8.3,3014326,59.3,11.69,406.6,36,4.5,78.6,99.04,100.6,79,5715,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01205,0.63,9.6,3164294,55.0,10.5,315.6,7,4.6,71.1,85.61,109.5,17,1039,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01206,0.45,10.7,2984770,55.1,9.9,229.6,17,4.0,76.7,88.02,100.6,40,1701,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01207,0.6,8.4,3226908,53.7,9.02,319.5,18,3.5,72.7,93.21,104.3,38,2774,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01208,0.45,10.3,3203496,59.6,8.71,214.8,14,3.5,73.4,94.83,99.9,35,1446,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01209,0.2,68.3,2505611,47.4,8.73,109.1,0,7.3,60.9,92.69,104.8,2,92,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01210,0.38,9.4,2937889,67.5,12.58,219.4,8,4.6,71.5,103.66,97.7,23,1193,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01211,0.44,16.9,3638864,51.3,7.38,145.4,4,3.3,68.5,92.83,101.7,15,291,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01212,0.32,10.9,3017756,53.2,8.5,213.8,3,4.5,76.5,104.33,101.9,7,304,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01213,0.77,6.6,3104489,56.1,12.57,198.1,13,3.7,69.0,91.79,100.0,36,1979,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01214,0.39,10.6,3446646,59.7,5.93,146.0,3,4.8,68.4,100.86,100.2,18,346,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01215,0.27,12.4,2820105,70.6,9.9,210.7,3,3.7,64.3,105.94,98.8,4,204,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01216,0.25,5.3,2593241,69.1,6.85,95.6,3,5.6,62.0,98.66,97.9,4,103,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01217,0.55,5.6,2994513,67.5,11.19,123.1,6,4.5,76.2,102.79,90.3,26,900,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01218,0.19,11.4,2592476,56.2,7.63,237.2,2,5.0,68.8,94.92,104.5,2,106,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01219,0.32,9.7,3807635,61.6,7.31,160.3,3,3.8,64.9,104.9,100.6,9,226,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01220,0.25,14.2,3118876,71.6,5.94,117.6,1,2.5,61.9,112.17,99.9,10,221,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01221,0.27,10.2,3056876,59.8,7.37,318.9,4,2.1,76.6,97.34,100.1,11,353,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01222,0.2,9.2,2579055,62.7,12.19,124.4,2,7.6,71.1,98.33,101.7,4,121,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01223,0.34,8.5,3113518,66.3,5.93,134.0,3,2.7,57.1,107.48,100.5,10,368,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01224,0.75,7.7,3147735,51.9,13.72,148.0,7,3.7,76.0,87.62,104.0,27,976,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01225,0.4,8.5,2949496,54.6,13.7,227.9,5,3.3,74.6,95.15,97.8,9,483,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01226,0.31,5.1,3188671,61.6,10.01,667.2,2,5.0,71.1,102.69,103.6,6,217,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01227,0.11,9.5,2439959,51.6,3.68,66.9,1,5.7,72.5,87.35,89.2,0,13,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01228,0.27,14.3,2927410,69.5,9.13,299.4,5,2.8,68.5,111.45,101.1,8,378,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01229,0.35,7.2,3127707,61.6,7.57,203.5,3,2.8,67.3,102.17,103.2,11,129,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01230,0.46,11.4,2880668,66.8,10.2,116.4,6,4.2,73.4,98.63,86.1,13,142,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01231,0.6,5.2,3000388,62.2,14.53,170.6,7,4.6,73.8,100.26,93.0,13,641,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01233,0.39,4.6,2880266,66.8,8.83,210.2,3,3.5,70.8,102.91,94.9,9,555,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01234,0.64,7.4,3062231,74.4,11.05,98.0,5,4.4,78.1,107.12,102.0,17,819,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01235,0.53,6.8,2979823,79.0,14.12,100.2,5,4.1,68.1,109.19,108.7,15,1079,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01236,0.48,4.3,2793939,68.5,11.49,56.4,0,5.4,69.0,103.26,90.2,16,823,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01303,0.37,9.7,3072808,70.8,15.27,150.8,0,3.8,64.7,112.01,100.9,2,150,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01304,0.2,1.7,3010938,,6.9,32.9,0,2.1,44.5,,111.2,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01331,0.19,7.9,3027367,,3.19,95.8,1,4.7,62.1,,97.3,4,69,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01332,0.22,10.4,3147370,,2.37,52.7,0,6.3,47.9,,96.0,3,39,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01333,0.28,10.6,2715040,,2.88,24.0,0,3.4,45.7,,100.6,3,81,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01334,0.2,12.7,2754834,,6.26,156.6,1,4.4,64.5,,98.6,2,74,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01337,0.47,9.8,2730469,78.3,6.39,148.1,2,9.2,69.7,112.15,88.5,6,349,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01343,0.24,3.0,2927420,,7.18,53.2,0,3.6,41.2,,98.8,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01345,0.3,12.2,2962839,73.1,9.35,118.6,2,5.4,48.0,106.71,100.1,10,142,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01346,0.29,12.2,3225816,64.8,10.24,170.6,2,3.5,55.6,117.08,101.5,11,252,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01347,0.24,11.0,3275275,,5.48,78.3,1,2.6,53.9,,103.0,2,62,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01361,0.27,14.2,3096773,,6.06,242.3,2,4.0,72.4,,107.1,5,107,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01362,0.17,7.1,3034985,,5.34,46.4,0,4.8,54.5,,91.8,3,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01363,0.17,6.1,3183222,,8.91,111.4,1,3.7,50.7,,103.3,4,109,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01364,0.14,5.0,2989257,,6.17,29.4,1,3.0,60.3,,88.7,3,82,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01367,0.13,9.8,3149161,,3.73,124.5,1,2.6,76.5,,100.8,3,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01370,0.2,6.6,3013799,,3.15,118.3,1,2.5,58.2,,100.4,3,110,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01371,0.15,8.7,2905059,,6.62,121.7,2,3.3,59.9,,99.5,6,133,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01391,0.09,6.5,3132776,,6.64,147.5,0,2.4,65.4,,95.0,2,27,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01392,0.14,12.1,3234482,,7.05,140.9,0,2.7,66.0,,103.2,3,73,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01393,0.14,11.9,2833236,,8.24,143.3,0,3.1,68.2,,101.8,4,53,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01394,0.18,11.4,2934207,,5.91,87.6,1,2.3,55.7,,95.7,3,99,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01395,0.32,8.0,3268793,,6.7,39.4,0,4.8,67.6,,102.4,3,106,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01396,0.16,10.7,3244693,,3.42,97.8,0,2.9,52.6,,102.6,2,69,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01397,0.24,12.0,3194117,,7.85,104.7,0,1.3,64.0,,118.4,2,63,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01398,0.18,9.6,2789995,,14.84,0.0,0,1.7,64.8,,98.3,3,45,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01399,0.75,7.6,2951163,,5.44,102.0,1,2.5,55.1,,100.6,2,62,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01400,0.62,7.3,3367331,39.4,8.66,271.0,1,3.3,78.0,86.35,106.8,6,300,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01401,0.24,8.9,3392447,,8.32,34.7,0,2.2,54.1,,93.6,4,130,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01402,0.3,14.3,3124164,55.5,7.73,128.8,1,4.1,65.2,99.52,93.3,4,136,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01403,1.53,1.3,3246179,,14.02,127.5,0,2.3,75.9,,159.8,2,34,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01404,0.1,6.6,3926814,,12.64,229.9,0,3.7,73.9,,96.4,2,22,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01405,0.11,9.8,3259882,,14.75,54.6,0,3.1,56.9,,95.3,5,26,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01406,0.12,8.6,2772582,,7.29,72.9,0,2.3,58.0,,99.5,2,36,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01407,0.17,9.2,3044777,,8.49,62.9,0,2.3,43.1,,108.3,4,77,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01408,0.34,5.9,2829854,67.6,10.44,155.6,2,5.1,67.4,113.89,95.9,7,179,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01409,0.25,6.3,2787439,,18.88,85.8,0,3.6,55.3,,114.7,3,28,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01423,0.28,10.2,2945330,,12.71,68.3,1,3.6,62.5,,91.0,2,88,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01424,0.26,10.1,2876124,,11.13,117.2,1,3.0,54.1,,105.6,2,97,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01425,0.11,5.3,2357694,,5.98,70.4,0,10.6,70.1,,92.0,2,41,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01427,0.22,14.5,2878697,,14.52,83.0,0,2.4,47.1,,101.6,2,60,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01428,0.31,10.8,3084845,,13.51,77.8,1,2.8,53.5,,102.0,3,179,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01429,0.29,10.3,2898071,,10.11,124.2,1,2.9,57.2,,98.7,4,182,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01430,0.16,3.4,2830302,,8.13,81.3,1,3.4,57.9,,109.8,2,61,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01431,0.15,2.7,2901844,,14.43,57.7,0,1.5,40.6,,103.0,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01432,0.19,2.4,2981421,,7.09,123.4,1,3.0,57.6,,93.3,2,79,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01433,0.18,5.7,3018965,,11.88,74.3,0,2.8,46.2,,102.1,2,46,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01434,0.16,5.9,2908265,,9.45,42.9,0,2.8,53.6,,96.7,2,63,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01436,0.15,7.2,2915936,,7.53,83.7,1,2.6,51.6,,104.1,2,73,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01437,0.13,10.0,3078821,,11.6,58.0,0,1.6,44.7,,103.4,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01438,0.15,-0.1,3020204,,12.38,68.8,0,2.0,56.1,,99.9,2,70,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01452,0.28,4.8,2862479,,5.48,15.2,0,2.8,68.4,,88.3,3,170,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01453,0.38,9.2,3153929,,6.22,79.0,1,3.2,70.6,,83.8,4,100,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01454,0.21,6.1,2713600,,4.75,47.5,0,3.0,56.7,,91.8,3,83,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01455,0.17,6.8,2782480,,3.98,28.4,0,2.8,59.3,,87.7,0,93,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01456,0.16,8.6,2706495,,4.61,38.4,0,2.4,54.6,,101.8,2,43,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01457,0.16,11.2,2854241,,6.29,85.7,0,3.7,76.4,,106.2,2,45,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01458,0.24,7.8,3134895,,4.45,48.1,0,3.0,65.9,,99.6,5,169,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01459,0.22,11.6,2958711,,6.83,62.1,1,3.5,57.0,,101.1,8,142,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01460,0.29,7.2,2974620,,4.64,48.3,1,2.6,71.0,,97.7,4,230,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01461,0.23,6.3,3481240,,4.44,42.3,1,2.2,50.8,,95.1,5,120,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01462,0.12,12.6,3086106,,3.79,84.2,0,1.7,62.0,,103.5,3,83,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01463,0.25,7.8,2755491,,11.49,76.6,0,0.6,84.6,,114.9,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01464,0.16,4.5,2904195,,6.89,62.7,0,2.2,53.0,,98.1,2,91,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01465,0.15,5.6,2895202,,6.49,34.2,0,1.3,48.8,,97.3,2,64,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01468,0.15,6.2,3017944,,4.48,64.0,1,2.5,55.3,,103.4,2,69,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01469,0.16,6.5,2955809,,1.21,72.4,1,2.1,64.3,,102.5,4,91,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01470,0.1,6.6,3534387,,0.0,141.6,0,0.9,73.0,,107.1,2,0,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01471,0.11,13.7,3135525,,3.27,130.9,0,1.7,55.0,,103.6,2,45,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
01472,0.11,3.3,3293385,,8.76,146.0,0,0.7,57.3,,106.0,3,33,2025,https://www.e-stat.go.jp/stat-search/database?toukei=00200502 (社会・人口統計体系 統計でみる市区町村のすがた2025 基礎データ・廃置分合処理済)
