municipality_code,year,population
18204,2060,18662
18204,2065,17387
18204,2070,16202
18205,2025,28415
18205,2030,25987
18205,2035,23580
18205,2040,21263
18205,2045,19034
18205,2050,16924
18205,2055,15030
18205,2060,13272
18205,2065,11648
18205,2070,10194
18206,2025,20435
18206,2030,18815
18206,2035,17248
18206,2040,15712
18206,2045,14203
18206,2050,12767
18206,2055,11486
18206,2060,10292
18206,2065,9203
18206,2070,8211
18207,2025,66652
18207,2030,65465
18207,2035,64034
18207,2040,62386
18207,2045,60628
18207,2050,58704
18207,2055,56700
18207,2060,54443
18207,2065,52025
18207,2070,49515
18208,2025,27457
18208,2030,25780
18208,2035,24085
18208,2040,22327
18208,2045,20513
18208,2050,18793
18208,2055,17182
18208,2060,15638
18208,2065,14159
18208,2070,12791
18209,2025,80932
18209,2030,77387
18209,2035,73733
18209,2040,69915
18209,2045,65989
18209,2050,62035
18209,2055,58136
18209,2060,54214
18209,2065,50322
18209,2070,46526
18210,2025,89260
18210,2030,85752
18210,2035,82075
18210,2040,78189
18210,2045,73992
18210,2050,69687
18210,2055,65485
18210,2060,61037
18210,2065,56521
18210,2070,52144
18322,2025,18157
18322,2030,17204
18322,2035,16213
18322,2040,15225
18322,2045,14235
18322,2050,13308
18322,2055,12396
18322,2060,11491
18322,2065,10591
18322,2070,9698
18382,2025,2243
18382,2030,1985
18382,2035,1751
18382,2040,1539
18382,2045,1343
18382,2050,1169
18382,2055,1008
18382,2060,864
18382,2065,734
18382,2070,633
18404,2025,8854
18404,2030,8066
18404,2035,7324
18404,2040,6605
18404,2045,5944
18404,2050,5306
18404,2055,4734
18404,2060,4205
18404,2065,3729
18404,2070,3285
18423,2025,19326
18423,2030,17861
18423,2035,16418
18423,2040,15002
18423,2045,13560
18423,2050,12177
18423,2055,10901
18423,2060,9691
18423,2065,8569
18423,2070,7542
18442,2025,9149
18442,2030,8567
18442,2035,7957
18442,2040,7302
18442,2045,6702
18442,2050,6120
18442,2055,5603
18442,2060,5138
18442,2065,4704
18442,2070,4302
18481,2025,9531
18481,2030,8962
18481,2035,8414
18481,2040,7838
18481,2045,7276
18481,2050,6707
18481,2055,6175
18481,2060,5621
18481,2065,5067
18481,2070,4526
18483,2025,7602
18483,2030,7108
18483,2035,6645
18483,2040,6197
18483,2045,5746
18483,2050,5300
18483,2055,4881
18483,2060,4507
18483,2065,4144
18483,2070,3812
18501,2025,13297
18501,2030,12176
18501,2035,11127
18501,2040,10112
18501,2045,9156
18501,2050,8255
18501,2055,7412
18501,2060,6591
18501,2065,5804
18501,2070,5104
19201,2025,185968
19201,2030,180274
19201,2035,174663
19201,2040,169235
19201,2045,164012
19201,2050,158983
19201,2055,153699
19201,2060,147954
19201,2065,141831
19201,2070,135737
19202,2025,44398
19202,2030,42003
19202,2035,39511
19202,2040,36980
19202,2045,34455
19202,2050,31858
19202,2055,29359
19202,2060,26852
19202,2065,24495
19202,2070,22343
19204,2025,29921
19204,2030,27856
19204,2035,25909
19204,2040,23962
19204,2045,22065
19204,2050,20250
19204,2055,18461
19204,2060,16767
19204,2065,15117
19204,2070,13590
19205,2025,33941
19205,2030,31862
19205,2035,29746
19205,2040,27616
19205,2045,25550
19205,2050,23517
19205,2055,21590
19205,2060,19686
19205,2065,17864
19205,2070,16086
19206,2025,21214
19206,2030,18720
19206,2035,16333
19206,2040,14080
19206,2045,12008
19206,2050,10103
19206,2055,8428
19206,2060,6975
19206,2065,5734
19206,2070,4676
19207,2025,27538
19207,2030,25917
19207,2035,24266
19207,2040,22552
19207,2045,20810
19207,2050,19117
19207,2055,17487
19207,2060,15885
19207,2065,14299
19207,2070,12838
19208,2025,70017
19208,2030,68004
19208,2035,65823
19208,2040,63351
19208,2045,60722
19208,2050,57911
19208,2055,55061
19208,2060,52063
19208,2065,48924
19208,2070,45871
19209,2025,42708
19209,2030,40759
19209,2035,38715
19209,2040,36575
19209,2045,34394
19209,2050,32264
19209,2055,30238
19209,2060,28177
19209,2065,26196
19209,2070,24268
19211,2025,65669
19211,2030,63301
19211,2035,60742
19211,2040,57956
19211,2045,54993
19211,2050,52005
19211,2055,48987
19211,2060,45824
19211,2065,42560
19211,2070,39314
19212,2025,20833
19212,2030,18935
19212,2035,17042
19212,2040,15144
19212,2045,13333
19212,2050,11680
19212,2055,10145
19212,2060,8762
19212,2065,7482
19212,2070,6402
19213,2025,26769
19213,2030,24593
19213,2035,22508
19213,2040,20481
19213,2045,18520
19213,2050,16609
19213,2055,14818
19213,2060,13136
19213,2065,11586
19213,2070,10120
19214,2025,36782
19214,2030,36006
19214,2035,35000
19214,2040,33771
19214,2045,32395
19214,2050,30913
19214,2055,29360
19214,2060,27731
19214,2065,26054
19214,2070,24403
19346,2025,14801
19346,2030,13758
19346,2035,12754
19346,2040,11747
19346,2045,10764
19346,2050,9813
19346,2055,8928
19346,2060,8091
19346,2065,7305
19346,2070,6587
19364,2025,1047
19364,2030,919
19364,2035,808
19364,2040,734
19364,2045,658
19364,2050,587
19364,2055,526
19364,2060,462
19364,2065,398
19364,2070,355
19365,2025,8889
19365,2030,7625
19365,2035,6478
19365,2040,5453
19365,2045,4520
19365,2050,3705
19365,2055,3018
19365,2060,2415
19365,2065,1936
19365,2070,1543
19366,2025,6867
19366,2030,6034
19366,2035,5252
19366,2040,4492
19366,2045,3798
19366,2050,3172
19366,2055,2622
19366,2060,2170
19366,2065,1779
19366,2070,1457
19368,2025,13148
19368,2030,12189
19368,2035,11261
19368,2040,10338
19368,2045,9424
19368,2050,8519
19368,2055,7689
19368,2060,6867
19368,2065,6066
19368,2070,5328
19384,2025,21862
19384,2030,22311
19384,2035,22582
19384,2040,22687
19384,2045,22557
19384,2050,22271
19384,2055,21925
19384,2060,21425
19384,2065,20841
19384,2070,20194
19422,2025,1463
19422,2030,1341
19422,2035,1216
19422,2040,1094
19422,2045,974
19422,2050,859
19422,2055,764
19422,2060,669
19422,2065,584
19422,2070,514
19423,2025,3715
19423,2030,3416
19423,2035,3111
19423,2040,2806
19423,2045,2502
19423,2050,2204
19423,2055,1931
19423,2060,1668
19423,2065,1422
19423,2070,1208
19424,2025,10087
19424,2030,10104
19424,2035,10123
19424,2040,10064
19424,2045,9904
19424,2050,9672
19424,2055,9438
19424,2060,9200
19424,2065,8978
19424,2070,8736
19425,2025,4973
19425,2030,4808
19425,2035,4618
19425,2040,4409
19425,2045,4188
19425,2050,3993
19425,2055,3792
19425,2060,3587
19425,2065,3381
19425,2070,3201
19429,2025,2805
19429,2030,2729
19429,2035,2615
19429,2040,2496
19429,2045,2372
19429,2050,2228
19429,2055,2092
19429,2060,1964
19429,2065,1829
19429,2070,1704
19430,2025,26255
19430,2030,25931
19430,2035,25561
19430,2040,25123
19430,2045,24597
19430,2050,23988
19430,2055,23305
19430,2060,22532
19430,2065,21727
19430,2070,20916
19442,2025,632
19442,2030,535
19442,2035,468
19442,2040,416
19442,2045,369
19442,2050,333
19442,2055,305
19442,2060,281
19442,2065,265
19442,2070,247
19443,2025,453
19443,2030,409
19443,2035,381
19443,2040,355
19443,2045,336
19443,2050,315
19443,2055,300
19443,2060,286
19443,2065,274
19443,2070,269
20201,2025,372273
20201,2030,361283
20201,2035,350026
20201,2040,338039
20201,2045,325315
20201,2050,311992
20201,2055,298240
20201,2060,283536
20201,2065,268105
20201,2070,252691
20202,2025,248907
20202,2030,243203
20202,2035,237226
20202,2040,231009
20202,2045,224687
20202,2050,218247
20202,2055,211298
20202,2060,203580
20202,2065,195143
20202,2070,186362
20203,2025,149529
20203,2030,144293
20203,2035,138841
20203,2040,133074
20203,2045,127130
20203,2050,121093
20203,2055,115027
20203,2060,108713
20203,2065,102073
20203,2070,95527
20204,2025,45172
20204,2030,42267
20204,2035,39470
20204,2040,36747
20204,2045,34115
20204,2050,31631
20204,2055,29234
20204,2060,26913
20204,2065,24577
20204,2070,22341
20205,2025,101332
20205,2030,96724
20205,2035,92248
20205,2040,87753
20205,2045,83195
20205,2050,78443
20205,2055,73858
20205,2060,69196
20205,2065,64593
20205,2070,60153
20206,2025,48022
20206,2030,45987
20206,2035,43913
20206,2040,41891
20206,2045,39847
20206,2050,37788
20206,2055,35753
20206,2060,33701
20206,2065,31640
20206,2070,29522
20207,2025,49127
20207,2030,46867
20207,2035,44583
20207,2040,42251
20207,2045,39902
20207,2050,37518
20207,2055,35172
20207,2060,32799
20207,2065,30410
20207,2070,28098
20208,2025,40628
20208,2030,38508
20208,2035,36394
20208,2040,34202
20208,2045,31960
20208,2050,29760
20208,2055,27625
20208,2060,25563
20208,2065,23495
20208,2070,21470
20209,2025,64962
20209,2030,62394
20209,2035,59851
20209,2040,57261
20209,2045,54634
20209,2050,51881
20209,2055,49076
20209,2060,46152
20209,2065,43170
20209,2070,40261
20210,2025,31629
20210,2030,30490
20210,2035,29371
20210,2040,28211
20210,2045,27023
20210,2050,25791
20210,2055,24539
20210,2060,23255
20210,2065,21955
20210,2070,20661
20211,2025,42497
20211,2030,40373
20211,2035,38187
20211,2040,35881
20211,2045,33482
20211,2050,31030
20211,2055,28686
20211,2060,26326
20211,2065,24024
20211,2070,21847
20212,2025,23946
20212,2030,21845
20212,2035,19829
20212,2040,17900
20212,2045,16040
20212,2050,14299
20212,2055,12699
20212,2060,11209
20212,2065,9822
20212,2070,8521
20213,2025,18049
20213,2030,16385
20213,2035,14790
20213,2040,13278
20213,2045,11814
20213,2050,10448
20213,2055,9224
20213,2060,8065
20213,2065,6987
20213,2070,6031
20214,2025,56752
20214,2030,55127
20214,2035,53443
20214,2040,51709
20214,2045,49942
20214,2050,48208
20214,2055,46437
20214,2060,44567
20214,2065,42594
20214,2070,40530
20215,2025,66363
20215,2030,64927
20215,2035,63333
20215,2040,61536
20215,2045,59583
20215,2050,57492
20215,2055,55381
20215,2060,53133
20215,2065,50741
20215,2070,48179
20217,2025,97398
20217,2030,95499
20217,2035,93474
20217,2040,91290
20217,2045,88882
20217,2050,86192
20217,2055,83489
20217,2060,80625
20217,2065,77658
20217,2070,74620
20218,2025,56917
20218,2030,54412
20218,2035,51611
20218,2040,48648
20218,2045,45736
20218,2050,42774
20218,2055,39933
20218,2060,37041
20218,2065,34166
20218,2070,31363
20219,2025,30551
20219,2030,29780
20219,2035,28904
20219,2040,27891
20219,2045,26759
20219,2050,25533
20219,2055,24326
20219,2060,23004
20219,2065,21633
20219,2070,20238
20220,2025,92490
20220,2030,89949
20220,2035,87345
20220,2040,84521
20220,2045,81486
20220,2050,78306
20220,2055,75022
20220,2060,71435
20220,2065,67669
20220,2070,63927
20303,2025,3916
20303,2030,3578
20303,2035,3249
20303,2040,2927
20303,2045,2635
20303,2050,2348
20303,2055,2099
20303,2060,1870
20303,2065,1659
20303,2070,1459
20304,2025,4162
20304,2030,3936
20304,2035,3664
20304,2040,3416
20304,2045,3200
20304,2050,2979
20304,2055,2772
20304,2060,2582
20304,2065,2408
20304,2070,2240
20305,2025,3173
20305,2030,3101
20305,2035,2974
20305,2040,2839
20305,2045,2707
20305,2050,2577
20305,2055,2429
20305,2060,2281
20305,2065,2130
20305,2070,2014
20306,2025,968
20306,2030,897
20306,2035,851
20306,2040,809
20306,2045,770
20306,2050,739
20306,2055,714
20306,2060,699
20306,2065,671
20306,2070,651
20307,2025,692
20307,2030,648
20307,2035,609
20307,2040,578
20307,2045,549
20307,2050,521
20307,2055,502
20307,2060,483
20307,2065,470
20307,2070,456
20309,2025,9514
20309,2030,8705
20309,2035,7908
20309,2040,7168
20309,2045,6437
20309,2050,5721
20309,2055,5068
20309,2060,4454
20309,2065,3883
20309,2070,3362
20321,2025,19556
20321,2030,19398
20321,2035,19136
20321,2040,18726
20321,2045,18345
20321,2050,17933
20321,2055,17431
20321,2060,16902
20321,2065,16342
20321,2070,15760
20323,2025,20118
20323,2030,20211
20323,2035,20189
20323,2040,20002
20323,2045,19757
20323,2050,19431
20323,2055,19050
20323,2060,18528
20323,2065,17905
20323,2070,17182
20324,2025,6074
20324,2030,5608
20324,2035,5129
20324,2040,4639
20324,2045,4155
20324,2050,3689
20324,2055,3271
20324,2060,2847
20324,2065,2481
20324,2070,2135
20349,2025,3828
20349,2030,3642
20349,2035,3450
20349,2040,3247
20349,2045,3047
20349,2050,2858
20349,2055,2680
20349,2060,2517
20349,2065,2346
20349,2070,2197
20350,2025,4956
20350,2030,4474
20350,2035,4027
20350,2040,3580
20350,2045,3144
20350,2050,2744
20350,2055,2380
20350,2060,2050
20350,2065,1776
20350,2070,1530
20361,2025,17782
20361,2030,16457
20361,2035,15172
20361,2040,13939
20361,2045,12816
20361,2050,11784
20361,2055,10798
20361,2060,9903
20361,2065,8990
20361,2070,8146
20362,2025,13607
20362,2030,12950
20362,2035,12326
20362,2040,11737
20362,2045,11182
20362,2050,10625
20362,2055,10074
20362,2060,9499
20362,2065,8941
20362,2070,8373
20363,2025,7484
20363,2030,7385
20363,2035,7277
20363,2040,7140
20363,2045,6975
20363,2050,6792
20363,2055,6608
20363,2060,6425
20363,2065,6242
20363,2070,6062
20382,2025,18194
20382,2030,16869
20382,2035,15629
20382,2040,14417
20382,2045,13267
20382,2050,12180
20382,2055,11153
20382,2060,10152
20382,2065,9195
20382,2070,8275
20383,2025,27046
20383,2030,26076
20383,2035,25070
20383,2040,24044
20383,2045,22978
20383,2050,21900
20383,2055,20827
20383,2060,19657
20383,2065,18418
20383,2070,17187
20384,2025,8292
20384,2030,7746
20384,2035,7189
20384,2040,6634
20384,2045,6110
20384,2050,5595
20384,2055,5101
20384,2060,4643
20384,2065,4211
20384,2070,3793
20385,2025,17028
20385,2030,17175
20385,2035,17237
20385,2040,17155
20385,2045,16944
20385,2050,16644
20385,2055,16309
20385,2060,15862
20385,2065,15360
20385,2070,14810
20386,2025,4282
20386,2030,4035
20386,2035,3804
20386,2040,3558
20386,2045,3323
20386,2050,3108
20386,2055,2903
20386,2060,2710
20386,2065,2528
20386,2070,2355
20388,2025,8166
20388,2030,7840
20388,2035,7530
20388,2040,7239
20388,2045,6907
20388,2050,6596
20388,2055,6268
20388,2060,5917
20388,2065,5531
20388,2070,5158
20402,2025,12359
20402,2030,11700
20402,2035,11054
20402,2040,10368
20402,2045,9698
20402,2050,9008
20402,2055,8363
20402,2060,7720
20402,2065,7108
20402,2070,6526
20403,2025,12201
20403,2030,11749
20403,2035,11295
20403,2040,10890
20403,2045,10499
20403,2050,10078
20403,2055,9626
20403,2060,9165
20403,2065,8691
20403,2070,8222
20404,2025,4161
20404,2030,3744
20404,2035,3351
20404,2040,2974
20404,2045,2607
20404,2050,2249
20404,2055,1944
20404,2060,1657
20404,2065,1404
20404,2070,1200
20407,2025,5556
20407,2030,5124
20407,2035,4698
20407,2040,4307
20407,2045,3901
20407,2050,3530
20407,2055,3176
20407,2060,2856
20407,2065,2575
20407,2070,2319
20409,2025,387
20409,2030,315
20409,2035,272
20409,2040,232
20409,2045,191
20409,2050,174
20409,2055,142
20409,2060,127
20409,2065,105
20409,2070,96
20410,2025,699
20410,2030,610
20410,2035,535
20410,2040,477
20410,2045,417
20410,2050,363
20410,2055,322
20410,2060,286
20410,2065,267
20410,2070,246
20411,2025,3225
20411,2030,3006
20411,2035,2805
20411,2040,2597
20411,2045,2406
20411,2050,2215
20411,2055,2022
20411,2060,1836
20411,2065,1662
20411,2070,1491
20412,2025,467
20412,2030,420
20412,2035,389
20412,2040,363
20412,2045,341
20412,2050,328
20412,2055,315
20412,2060,298
20412,2065,289
20412,2070,273
20413,2025,887
20413,2030,760
20413,2035,634
20413,2040,536
20413,2045,435
20413,2050,355
20413,2055,288
20413,2060,244
20413,2065,210
20413,2070,178
20414,2025,1296
20414,2030,1211
20414,2035,1117
20414,2040,1027
20414,2045,950
20414,2050,863
20414,2055,799
20414,2060,737
20414,2065,685
20414,2070,639
20415,2025,5560
20415,2030,5245
20415,2035,4946
20415,2040,4634
20415,2045,4346
20415,2050,4047
20415,2055,3771
20415,2060,3511
20415,2065,3262
20415,2070,3017
20416,2025,6052
20416,2030,5798
20416,2035,5557
20416,2040,5316
20416,2045,5049
20416,2050,4780
20416,2055,4528
20416,2060,4261
20416,2065,4021
20416,2070,3756
20417,2025,844
20417,2030,738
20417,2035,653
20417,2040,590
20417,2045,540
20417,2050,483
20417,2055,436
20417,2060,383
20417,2065,339
20417,2070,303
20422,2025,3561
20422,2030,3238
20422,2035,2908
20422,2040,2589
20422,2045,2267
20422,2050,1971
20422,2055,1681
20422,2060,1446
20422,2065,1224
20422,2070,1032
20423,2025,3499
20423,2030,3170
20423,2035,2882
20423,2040,2594
20423,2045,2325
20423,2050,2061
20423,2055,1827
20423,2060,1621
20423,2065,1422
20423,2070,1245
20425,2025,2350
20425,2030,2174
20425,2035,2017
20425,2040,1855
20425,2045,1678
20425,2050,1512
20425,2055,1353
20425,2060,1213
20425,2065,1081
20425,2070,971
20429,2025,596
20429,2030,520
20429,2035,449
20429,2040,384
20429,2045,328
20429,2050,279
20429,2055,228
20429,2060,189
20429,2065,157
20429,2070,129
20430,2025,3243
20430,2030,2908
20430,2035,2597
20430,2040,2292
20430,2045,2027
20430,2050,1782
20430,2055,1572
20430,2060,1386
20430,2065,1214
20430,2070,1067
20432,2025,9300
20432,2030,8500
20432,2035,7652
20432,2040,6856
20432,2045,6067
20432,2050,5339
20432,2055,4659
20432,2060,4082
20432,2065,3538
20432,2070,3051
20446,2025,2761
20446,2030,2629
20446,2035,2465
20446,2040,2307
20446,2045,2147
20446,2050,1978
20446,2055,1810
20446,2060,1677
20446,2065,1552
20446,2070,1422
20448,2025,1453
20448,2030,1304
20448,2035,1172
20448,2040,1072
20448,2045,969
20448,2050,868
20448,2055,790
20448,2060,711
20448,2065,643
20448,2070,578
20450,2025,8546
20450,2030,8507
20450,2035,8403
20450,2040,8260
20450,2045,8078
20450,2050,7842
20450,2055,7577
20450,2060,7297
20450,2065,6991
20450,2070,6679
20451,2025,4052
20451,2030,3848
20451,2035,3633
20451,2040,3390
20451,2045,3153
20451,2050,2916
20451,2055,2691
20451,2060,2478
20451,2065,2275
20451,2070,2091
20452,2025,3679
20452,2030,3227
20452,2035,2820
20452,2040,2417
20452,2045,2056
20452,2050,1764
20452,2055,1484
20452,2060,1241
20452,2065,1040
20452,2070,849
20481,2025,8468
20481,2030,8054
20481,2035,7588
20481,2040,7115
20481,2045,6592
20481,2050,6071
20481,2055,5567
20481,2060,5082
20481,2065,4632
20481,2070,4184
20482,2025,9113
20482,2030,8720
20482,2035,8336
20482,2040,7938
20482,2045,7530
20482,2050,7121
20482,2055,6727
20482,2060,6308
20482,2065,5856
20482,2070,5418
20485,2025,8109
20485,2030,7733
20485,2035,7361
20485,2040,7008
20485,2045,6615
20485,2050,6240
20485,2055,5866
20485,2060,5510
20485,2065,5174
20485,2070,4845
20486,2025,2270
20486,2030,2007
20486,2035,1771
20486,2040,1552
20486,2045,1359
20486,2050,1185
20486,2055,1028
20486,2060,886
20486,2065,754
20486,2070,645
20521,2025,13652
20521,2030,12785
20521,2035,11879
20521,2040,10934
20521,2045,10014
20521,2050,9115
20521,2055,8233
20521,2060,7434
20521,2065,6648
20521,2070,5934
20541,2025,10505
20541,2030,10014
20541,2035,9499
20541,2040,8982
20541,2045,8490
20541,2050,8016
20541,2055,7538
20541,2060,7084
20541,2065,6601
20541,2070,6132
20543,2025,6287
20543,2030,5838
20543,2035,5389
20543,2040,4927
20543,2045,4464
20543,2050,4001
20543,2055,3575
20543,2060,3182
20543,2065,2814
20543,2070,2471
20561,2025,10818
20561,2030,9718
20561,2035,8662
20561,2040,7648
20561,2045,6710
20561,2050,5844
20561,2055,5059
20561,2060,4357
20561,2065,3717
20561,2070,3138
20562,2025,3866
20562,2030,3630
20562,2035,3380
20562,2040,3128
20562,2045,2871
20562,2050,2605
20562,2055,2339
20562,2060,2109
20562,2065,1879
20562,2070,1689
20563,2025,2916
20563,2030,2720
20563,2035,2504
20563,2040,2291
20563,2045,2079
20563,2050,1875
20563,2055,1687
20563,2060,1532
20563,2065,1389
20563,2070,1269
20583,2025,6867
20583,2030,6191
20583,2035,5514
20583,2040,4868
20583,2045,4253
20583,2050,3694
20583,2055,3188
20583,2060,2733
20583,2065,2335
20583,2070,1983
20588,2025,1953
20588,2030,1709
20588,2035,1515
20588,2040,1321
20588,2045,1142
20588,2050,1007
20588,2055,879
20588,2060,749
20588,2065,636
20588,2070,549
20590,2025,9535
20590,2030,8745
20590,2035,7947
20590,2040,7116
20590,2045,6320
20590,2050,5588
20590,2055,4924
20590,2060,4323
20590,2065,3773
20590,2070,3267
20602,2025,1389
20602,2030,1199
20602,2035,1027
20602,2040,879
20602,2045,732
20602,2050,604
20602,2055,492
20602,2060,404
20602,2065,334
20602,2070,278
21201,2025,409581
21201,2030,396408
21201,2035,382398
21201,2040,367773
21201,2045,352955
21201,2050,338112
21201,2055,322845
21201,2060,306335
21201,2065,289066
21201,2070,272167
21202,2025,158717
21202,2030,154334
21202,2035,149539
21202,2040,144403
21202,2045,139016
21202,2050,133350
21202,2055,127471
21202,2060,121155
21202,2065,114534
21202,2070,108012
21203,2025,77198
21203,2030,72121
21203,2035,67103
21203,2040,62230
21203,2045,57581
21203,2050,53134
21203,2055,48931
21203,2060,44663
21203,2065,40484
21203,2070,36442
21204,2025,116299
21204,2030,110373
21204,2035,103955
21204,2040,97204
21204,2045,90184
21204,2050,83427
21204,2055,76907
21204,2060,70436
21204,2065,64090
21204,2070,58010
21205,2025,78894
21205,2030,75015
21205,2035,70836
21205,2040,66413
21205,2045,61875
21205,2050,57422
21205,2055,53171
21205,2060,48849
21205,2065,44488
21205,2070,40333
21206,2025,74534
21206,2030,70914
21206,2035,67390
21206,2040,63760
21206,2045,60034
21206,2050,56275
21206,2055,52625
21206,2060,48951
21206,2065,45243
21206,2070,41716
21207,2025,17880
21207,2030,16550
21207,2035,15222
21207,2040,13847
21207,2045,12516
21207,2050,11253
21207,2055,10126
21207,2060,9083
21207,2065,8131
21207,2070,7274
21208,2025,35796
21208,2030,33779
21208,2035,31630
21208,2040,29449
21208,2045,27299
21208,2050,25174
21208,2055,23080
21208,2060,21092
21208,2065,19123
21208,2070,17227
21209,2025,66732
21209,2030,64553
21209,2035,62127
21209,2040,59505
21209,2045,56807
21209,2050,53994
21209,2055,51110
21209,2060,48003
21209,2065,44716
21209,2070,41533
21210,2025,44705
21210,2030,41362
21210,2035,38169
21210,2040,35057
21210,2045,32053
21210,2050,29185
21210,2055,26506
21210,2060,23887
21210,2065,21414
21210,2070,19079
21211,2025,60305
21211,2030,60460
21211,2035,60240
21211,2040,59584
21211,2045,58587
21211,2050,57296
21211,2055,55843
21211,2060,54049
21211,2065,52070
21211,2070,49991
21212,2025,52349
21212,2030,49353
21212,2035,46272
21212,2040,43204
21212,2045,40304
21212,2050,37460
21212,2055,34625
21212,2060,31854
21212,2065,29109
21212,2070,26534
21213,2025,143751
21213,2030,139726
21213,2035,135106
21213,2040,130272
21213,2045,125368
21213,2050,120505
21213,2055,115516
21213,2060,110252
21213,2065,104606
21213,2070,98884
21214,2025,101636
21214,2030,99244
21214,2035,96275
21214,2040,92901
21214,2045,89386
21214,2050,85781
21214,2055,82094
21214,2060,78321
21214,2065,74295
21214,2070,70189
21215,2025,23673
21215,2030,21675
21215,2035,19650
21215,2040,17632
21215,2045,15677
21215,2050,13866
21215,2055,12252
21215,2060,10742
21215,2065,9349
21215,2070,8103
21216,2025,56962
21216,2030,57003
21216,2035,56550
21216,2040,55717
21216,2045,54549
21216,2050,53160
21216,2055,51608
21216,2060,49797
21216,2065,47760
21216,2070,45623
21217,2025,20587
21217,2030,18415
21217,2035,16356
21217,2040,14504
21217,2045,12833
21217,2050,11283
21217,2055,9865
21217,2060,8584
21217,2065,7369
21217,2070,6309
21218,2025,11274
21218,2030,10550
21218,2035,9810
21218,2040,9071
21218,2045,8337
21218,2050,7665
21218,2055,7066
21218,2060,6500
21218,2065,5964
21218,2070,5428
21219,2025,36352
21219,2030,33186
21219,2035,30235
21219,2040,27475
21219,2045,24803
21219,2050,22257
21219,2055,19877
21219,2060,17615
21219,2065,15460
21219,2070,13557
21220,2025,27324
21220,2030,24487
21220,2035,21856
21220,2040,19441
21220,2045,17199
21220,2050,15180
21220,2055,13313
21220,2060,11619
21220,2065,10017
21220,2070,8630
21221,2025,30614
21221,2030,28008
21221,2035,25365
21221,2040,22736
21221,2045,20159
21221,2050,17728
21221,2055,15519
21221,2060,13465
21221,2065,11576
21221,2070,9843
21302,2025,26022
21302,2030,25995
21302,2035,25773
21302,2040,25359
21302,2045,24774
21302,2050,24081
21302,2055,23311
21302,2060,22473
21302,2065,21545
21302,2070,20552
21303,2025,23245
21303,2030,22457
21303,2035,21647
21303,2040,20798
21303,2045,19968
21303,2050,19154
21303,2055,18304
21303,2060,17405
21303,2065,16439
21303,2070,15495
21341,2025,25564
21341,2030,23388
21341,2035,21152
21341,2040,18958
21341,2045,16812
21341,2050,14808
21341,2055,12976
21341,2060,11244
21341,2065,9663
21341,2070,8217
21361,2025,24993
21361,2030,23648
21361,2035,22270
21361,2040,20875
21361,2045,19458
21361,2050,18068
21361,2055,16723
21361,2060,15389
21361,2065,14077
21361,2070,12812
21362,2025,5893
21362,2030,5270
21362,2035,4659
21362,2040,4076
21362,2045,3534
21362,2050,3049
21362,2055,2611
21362,2060,2225
21362,2065,1873
21362,2070,1575
21381,2025,17493
21381,2030,16366
21381,2035,15190
21381,2040,14024
21381,2045,12906
21381,2050,11840
21381,2055,10802
21381,2060,9830
21381,2065,8837
21381,2070,7910
21382,2025,9419
21382,2030,9034
21382,2035,8619
21382,2040,8180
21382,2045,7688
21382,2050,7191
21382,2055,6722
21382,2060,6229
21382,2065,5725
21382,2070,5224
21383,2025,14004
21383,2030,13316
21383,2035,12573
21383,2040,11847
21383,2045,11103
21383,2050,10358
21383,2055,9622
21383,2060,8865
21383,2065,8095
21383,2070,7361
21401,2025,17786
21401,2030,15838
21401,2035,13980
21401,2040,12194
21401,2045,10601
21401,2050,9156
21401,2055,7863
21401,2060,6687
21401,2065,5648
21401,2070,4734
21403,2025,21606
21403,2030,20370
21403,2035,19083
21403,2040,17729
21403,2045,16364
21403,2050,15026
21403,2055,13721
21403,2060,12438
21403,2065,11151
21403,2070,9943
21404,2025,23957
21404,2030,22804
21404,2035,21569
21404,2040,20239
21404,2045,18889
21404,2050,17533
21404,2055,16175
21404,2060,14796
21404,2065,13366
21404,2070,12001
21503,2025,9455
21503,2030,9006
21503,2035,8533
21503,2040,8058
21503,2045,7573
21503,2050,7104
21503,2055,6643
21503,2060,6180
21503,2065,5721
21503,2070,5293
21504,2025,3225
21504,2030,2832
21504,2035,2464
21504,2040,2118
21504,2045,1800
21504,2050,1507
21504,2055,1258
21504,2060,1058
21504,2065,881
21504,2070,739
21505,2025,9968
21505,2030,9084
21505,2035,8239
21505,2040,7414
21505,2045,6617
21505,2050,5861
21505,2055,5172
21505,2060,4556
21505,2065,3991
21505,2070,3495
21506,2025,6801
21506,2030,5908
21506,2035,5110
21506,2040,4427
21506,2045,3779
21506,2050,3166
21506,2055,2652
21506,2060,2160
21506,2065,1768
21506,2070,1460
21507,2025,1779
21507,2030,1556
21507,2035,1368
21507,2040,1207
21507,2045,1053
21507,2050,896
21507,2055,752
21507,2060,636
21507,2065,540
21507,2070,455
21521,2025,17655
21521,2030,16868
21521,2035,15998
21521,2040,15047
21521,2045,14118
21521,2050,13195
21521,2055,12319
21521,2060,11460
21521,2065,10642
21521,2070,9883
21604,2025,1380
21604,2030,1250
21604,2035,1123
21604,2040,1021
21604,2045,928
21604,2050,841
21604,2055,766
21604,2060,701
21604,2065,643
21604,2070,591
22100,2025,692100
22100,2030,667411
22100,2035,641327
22100,2040,614172
22100,2045,586856
22100,2050,559797
22100,2055,532838
22100,2060,505059
22100,2065,476412
