municipality_code,year,population
08341,2035,36511
08341,2040,35624
08341,2045,34721
08341,2050,33711
08341,2055,32555
08341,2060,31268
08341,2065,29841
08341,2070,28311
08364,2025,13491
08364,2030,11733
08364,2035,10151
08364,2040,8680
08364,2045,7307
08364,2050,6050
08364,2055,5014
08364,2060,4139
08364,2065,3411
08364,2070,2778
08442,2025,13708
08442,2030,12655
08442,2035,11578
08442,2040,10496
08442,2045,9431
08442,2050,8392
08442,2055,7452
08442,2060,6564
08442,2065,5704
08442,2070,4942
08443,2025,54020
08443,2030,52920
08443,2035,51614
08443,2040,50041
08443,2045,48372
08443,2050,46785
08443,2055,45142
08443,2060,43332
08443,2065,41367
08443,2070,39264
08447,2025,7665
08447,2030,6869
08447,2035,6107
08447,2040,5371
08447,2045,4654
08447,2050,4006
08447,2055,3392
08447,2060,2856
08447,2065,2368
08447,2070,1945
08521,2025,21144
08521,2030,19935
08521,2035,18680
08521,2040,17335
08521,2045,15971
08521,2050,14621
08521,2055,13388
08521,2060,12176
08521,2065,11060
08521,2070,9948
08542,2025,7933
08542,2030,7349
08542,2035,6707
08542,2040,6035
08542,2045,5377
08542,2050,4732
08542,2055,4134
08542,2060,3592
08542,2065,3112
08542,2070,2645
08546,2025,23313
08546,2030,22343
08546,2035,21322
08546,2040,20194
08546,2045,19035
08546,2050,17869
08546,2055,16774
08546,2060,15659
08546,2065,14532
08546,2070,13431
08564,2025,14135
08564,2030,12818
08564,2035,11451
08564,2040,10136
08564,2045,8950
08564,2050,7936
08564,2055,7022
08564,2060,6239
08564,2065,5509
08564,2070,4790
09201,2025,544274
09201,2030,535932
09201,2035,526413
09201,2040,515705
09201,2045,503642
09201,2050,490492
09201,2055,476233
09201,2060,460816
09201,2065,444238
09201,2070,426932
09202,2025,144798
09202,2030,137211
09202,2035,129264
09202,2040,121074
09202,2045,112943
09202,2050,105126
09202,2055,97574
09202,2060,89849
09202,2065,82014
09202,2070,74406
09203,2025,158485
09203,2030,151446
09203,2035,143898
09203,2040,135936
09203,2045,127879
09203,2050,119963
09203,2055,112534
09203,2060,104923
09203,2065,97369
09203,2070,89768
09204,2025,120490
09204,2030,115844
09204,2035,110889
09204,2040,105564
09204,2045,100061
09204,2050,94476
09204,2055,89063
09204,2060,83491
09204,2065,77838
09204,2070,72260
09205,2025,93732
09205,2030,88828
09205,2035,83762
09205,2040,78436
09205,2045,72984
09205,2050,67468
09205,2055,62242
09205,2060,57006
09205,2065,51859
09205,2070,46899
09206,2025,72804
09206,2030,66884
09206,2035,61068
09206,2040,55321
09206,2045,49853
09206,2050,44696
09206,2055,39913
09206,2060,35389
09206,2065,31213
09206,2070,27431
09208,2025,170041
09208,2030,168230
09208,2035,165592
09208,2040,162043
09208,2045,157876
09208,2050,153240
09208,2055,148441
09208,2060,143002
09208,2065,137240
09208,2070,131234
09209,2025,76417
09209,2030,73425
09209,2035,70386
09209,2040,67081
09209,2045,63554
09209,2050,59814
09209,2055,56157
09209,2060,52543
09209,2065,48965
09209,2070,45459
09210,2025,69294
09210,2030,66186
09210,2035,62977
09210,2040,59499
09210,2045,55838
09210,2050,52216
09210,2055,48826
09210,2060,45417
09210,2065,42110
09210,2070,38883
09211,2025,30974
09211,2030,28903
09211,2035,26772
09211,2040,24564
09211,2045,22338
09211,2050,20220
09211,2055,18231
09211,2060,16344
09211,2065,14538
09211,2070,12848
09213,2025,114024
09213,2030,111273
09213,2035,108115
09213,2040,104525
09213,2045,100442
09213,2050,96031
09213,2055,91583
09213,2060,86884
09213,2065,82055
09213,2070,77098
09214,2025,43591
09214,2030,42549
09214,2035,41462
09214,2040,40374
09214,2045,39269
09214,2050,38009
09214,2055,36726
09214,2060,35348
09214,2065,33913
09214,2070,32428
09215,2025,22511
09215,2030,20482
09215,2035,18513
09215,2040,16585
09215,2045,14684
09215,2050,12868
09215,2055,11245
09215,2060,9764
09215,2065,8392
09215,2070,7109
09216,2025,58497
09216,2030,57008
09216,2035,55332
09216,2040,53338
09216,2045,51104
09216,2050,48770
09216,2055,46410
09216,2060,43842
09216,2065,41215
09216,2070,38626
09301,2025,33743
09301,2030,32658
09301,2035,31428
09301,2040,30022
09301,2045,28478
09301,2050,26777
09301,2055,25084
09301,2060,23285
09301,2065,21517
09301,2070,19835
09342,2025,21557
09342,2030,20148
09342,2035,18648
09342,2040,17154
09342,2045,15570
09342,2050,14058
09342,2055,12660
09342,2060,11304
09342,2065,10025
09342,2070,8804
09343,2025,10258
09343,2030,9053
09343,2035,7940
09343,2040,6888
09343,2045,5879
09343,2050,4962
09343,2055,4181
09343,2060,3495
09343,2065,2913
09343,2070,2403
09344,2025,10763
09344,2030,10206
09344,2035,9621
09344,2040,9012
09344,2045,8354
09344,2050,7704
09344,2055,7051
09344,2060,6449
09344,2065,5836
09344,2070,5261
09345,2025,14518
09345,2030,13906
09345,2035,13236
09345,2040,12507
09345,2045,11812
09345,2050,11151
09345,2055,10554
09345,2060,9928
09345,2065,9367
09345,2070,8765
09361,2025,39057
09361,2030,37789
09361,2035,36415
09361,2040,34902
09361,2045,33327
09361,2050,31801
09361,2055,30357
09361,2060,28834
09361,2065,27265
09361,2070,25671
09364,2025,25278
09364,2030,24259
09364,2035,23048
09364,2040,21772
09364,2045,20524
09364,2050,19362
09364,2055,18303
09364,2060,17263
09364,2065,16263
09364,2070,15257
09384,2025,9071
09384,2030,8048
09384,2035,7057
09384,2040,6135
09384,2045,5266
09384,2050,4461
09384,2055,3774
09384,2060,3156
09384,2065,2641
09384,2070,2155
09386,2025,28207
09386,2030,27238
09386,2035,26217
09386,2040,25069
09386,2045,23733
09386,2050,22342
09386,2055,21010
09386,2060,19639
09386,2065,18245
09386,2070,16868
09407,2025,23153
09407,2030,21783
09407,2035,20336
09407,2040,18919
09407,2045,17498
09407,2050,16120
09407,2055,14777
09407,2060,13480
09407,2065,12275
09407,2070,11117
09411,2025,13809
09411,2030,12366
09411,2035,10986
09411,2040,9643
09411,2045,8340
09411,2050,7127
09411,2055,6082
09411,2060,5108
09411,2065,4284
09411,2070,3585
10201,2025,331982
10201,2030,322870
10201,2035,312758
10201,2040,301545
10201,2045,289720
10201,2050,277705
10201,2055,265493
10201,2060,252760
10201,2065,239383
10201,2070,225947
10202,2025,382147
10202,2030,376104
10202,2035,369026
10202,2040,360686
10202,2045,351426
10202,2050,341704
10202,2055,331294
10202,2060,319693
10202,2065,306831
10202,2070,293288
10203,2025,97322
10203,2030,89383
10203,2035,81410
10203,2040,73695
10203,2045,66403
10203,2050,59736
10203,2055,53485
10203,2060,47492
10203,2065,41774
10203,2070,36504
10209,2025,59980
10209,2030,56664
10209,2035,53217
10209,2040,49611
10209,2045,46001
10209,2050,42506
10209,2055,39180
10209,2060,35838
10209,2065,32478
10209,2070,29215
10210,2025,44755
10210,2030,42107
10210,2035,39352
10210,2040,36488
10210,2045,33599
10210,2050,30853
10210,2055,28275
10210,2060,25698
10210,2065,23162
10210,2070,20740
10211,2025,55405
10211,2030,51930
10211,2035,48409
10211,2040,44732
10211,2045,40974
10211,2050,37349
10211,2055,33942
10211,2060,30645
10211,2065,27373
10211,2070,24268
10212,2025,47147
10212,2030,45035
10212,2035,42814
10212,2040,40450
10212,2045,38034
10212,2050,35564
10212,2055,33132
10212,2060,30621
10212,2065,28070
10212,2070,25505
10344,2025,13974
10344,2030,13753
10344,2035,13450
10344,2040,13080
10344,2045,12629
10344,2050,12168
10344,2055,11732
10344,2060,11260
10344,2065,10780
10344,2070,10263
10345,2025,23727
10345,2030,24129
10345,2035,24320
10345,2040,24265
10345,2045,24015
10345,2050,23584
10345,2055,23077
10345,2060,22466
10345,2065,21757
10345,2070,21000
10366,2025,957
10366,2030,851
10366,2035,758
10366,2040,686
10366,2045,617
10366,2050,571
10366,2055,527
10366,2060,487
10366,2065,453
10366,2070,417
10367,2025,1340
10367,2030,1109
10367,2035,907
10367,2040,743
10367,2045,605
10367,2050,481
10367,2055,380
10367,2060,308
10367,2065,253
10367,2070,211
10382,2025,5524
10382,2030,4693
10382,2035,3968
10382,2040,3306
10382,2045,2715
10382,2050,2175
10382,2055,1740
10382,2060,1382
10382,2065,1098
10382,2070,867
10383,2025,1288
10383,2030,1027
10383,2035,815
10383,2040,644
10383,2045,508
10383,2050,398
10383,2055,305
10383,2060,225
10383,2065,182
10383,2070,145
10384,2025,11503
10384,2030,10817
10384,2035,10111
10384,2040,9343
10384,2045,8547
10384,2050,7815
10384,2055,7130
10384,2060,6473
10384,2065,5832
10384,2070,5228
10421,2025,14528
10421,2030,13213
10421,2035,11988
10421,2040,10808
10421,2045,9677
10421,2050,8581
10421,2055,7625
10421,2060,6718
10421,2065,5886
10421,2070,5095
10424,2025,4526
10424,2030,4105
10424,2035,3701
10424,2040,3310
10424,2045,2930
10424,2050,2575
10424,2055,2258
10424,2060,1976
10424,2065,1705
10424,2070,1468
10425,2025,8264
10425,2030,7579
10425,2035,6908
10425,2040,6247
10425,2045,5601
10425,2050,4984
10425,2055,4440
10425,2060,3927
10425,2065,3461
10425,2070,3058
10426,2025,5558
10426,2030,5077
10426,2035,4582
10426,2040,4140
10426,2045,3721
10426,2050,3372
10426,2055,3059
10426,2060,2765
10426,2065,2486
10426,2070,2214
10428,2025,3285
10428,2030,3068
10428,2035,2865
10428,2040,2668
10428,2045,2466
10428,2050,2273
10428,2055,2076
10428,2060,1907
10428,2065,1741
10428,2070,1610
10429,2025,11327
10429,2030,10136
10429,2035,9003
10429,2040,7902
10429,2045,6849
10429,2050,5884
10429,2055,5029
10429,2060,4286
10429,2065,3644
10429,2070,3067
10443,2025,3715
10443,2030,3253
10443,2035,2830
10443,2040,2453
10443,2045,2096
10443,2050,1772
10443,2055,1492
10443,2060,1259
10443,2065,1045
10443,2070,862
10444,2025,3106
10444,2030,2860
10444,2035,2670
10444,2040,2510
10444,2045,2299
10444,2050,2114
10444,2055,1974
10444,2060,1843
10444,2065,1718
10444,2070,1550
10448,2025,6592
10448,2030,6295
10448,2035,5956
10448,2040,5632
10448,2045,5290
10448,2050,4943
10448,2055,4629
10448,2060,4326
10448,2065,4057
10448,2070,3803
10449,2025,15316
10449,2030,13656
10449,2035,12090
10449,2040,10590
10449,2045,9171
10449,2050,7891
10449,2055,6762
10449,2060,5763
10449,2065,4892
10449,2070,4167
10464,2025,36559
10464,2030,35115
10464,2035,33414
10464,2040,31400
10464,2045,29186
10464,2050,26939
10464,2055,24733
10464,2060,22534
10464,2065,20351
10464,2070,18297
10521,2025,12869
10521,2030,12055
10521,2035,11165
10521,2040,10273
10521,2045,9386
10521,2050,8575
10521,2055,7832
10521,2060,7085
10521,2065,6377
10521,2070,5677
10522,2025,10264
10522,2030,9940
10522,2035,9553
10522,2040,9126
10522,2045,8669
10522,2050,8223
10522,2055,7811
10522,2060,7393
10522,2065,6978
10522,2070,6569
10523,2025,10346
10523,2030,9916
10523,2035,9426
10523,2040,8910
10523,2045,8332
10523,2050,7786
10523,2055,7261
10523,2060,6741
10523,2065,6219
10523,2070,5694
10525,2025,24339
10525,2030,23168
10525,2035,21876
10525,2040,20480
10525,2045,19052
10525,2050,17678
10525,2055,16398
10525,2060,15125
10525,2065,13852
10525,2070,12595
11100,2025,1384705
11100,2030,1393970
11100,2035,1396995
11100,2040,1393375
11100,2045,1384104
11100,2050,1371132
11100,2055,1352715
11100,2060,1328391
11100,2065,1297424
11100,2070,1262243
11101,2025,105564
11101,2030,106178
11101,2035,106264
11101,2040,105891
11101,2045,105191
11101,2050,104427
11101,2055,103387
11101,2060,102141
11101,2065,100297
11101,2070,97816
11102,2025,151721
11102,2030,152012
11102,2035,151545
11102,2040,150420
11102,2045,148680
11102,2050,146556
11102,2055,143822
11102,2060,140248
11102,2065,135847
11102,2070,130970
11103,2025,122176
11103,2030,123695
11103,2035,125130
11103,2040,125778
11103,2045,125612
11103,2050,124729
11103,2055,123235
11103,2060,121213
11103,2065,118678
11103,2070,115735
11104,2025,165564
11104,2030,165048
11104,2035,163997
11104,2040,162317
11104,2045,160184
11104,2050,157949
11104,2055,155141
11104,2060,151636
11104,2065,147184
11104,2070,142159
11105,2025,112920
11105,2030,113728
11105,2035,114047
11105,2040,113829
11105,2045,113064
11105,2050,111864
11105,2055,110127
11105,2060,107909
11105,2065,105213
11105,2070,102224
11107,2025,177056
11107,2030,180321
11107,2035,182837
11107,2040,184277
11107,2045,184663
11107,2050,183848
11107,2055,182229
11107,2060,179670
11107,2065,176522
11107,2070,173110
11108,2025,195708
11108,2030,198009
11108,2035,199381
11108,2040,199702
11108,2045,198888
11108,2050,197124
11108,2055,194442
11108,2060,191001
11108,2065,186859
11108,2070,182366
11109,2025,145344
11109,2030,149072
11109,2035,151774
11109,2040,153458
11109,2045,154292
11109,2050,154607
11109,2055,154257
11109,2060,153074
11109,2065,150889
11109,2070,148076
11110,2025,111690
11110,2030,110010
11110,2035,107757
11110,2040,105339
11110,2045,103019
11110,2050,100998
11110,2055,98903
11110,2060,96580
11110,2065,93734
11110,2070,90513
11201,2025,367087
11201,2030,364552
11201,2035,360067
11201,2040,354424
11201,2045,348602
11201,2050,342705
11201,2055,335872
11201,2060,327443
11201,2065,317497
11201,2070,307046
11202,2025,203079
11202,2030,196008
11202,2035,188021
11202,2040,179284
11202,2045,170291
11202,2050,161535
11202,2055,153012
11202,2060,144060
11202,2065,134941
11202,2070,125849
11203,2025,631332
11203,2030,634715
11203,2035,636097
11203,2040,635554
11203,2045,633205
11203,2050,629156
11203,2055,622586
11203,2060,613499
11203,2065,601551
11203,2070,588042
11206,2025,74353
11206,2030,69759
11206,2035,64832
11206,2040,59692
11206,2045,54598
11206,2050,49785
11206,2055,45259
11206,2060,40874
11206,2065,36608
11206,2070,32504
11207,2025,56649
11207,2030,52345
11207,2035,48217
11207,2040,44217
11207,2045,40349
11207,2050,36712
11207,2055,33295
11207,2060,29965
11207,2065,26811
11207,2070,23877
11208,2025,340244
11208,2030,335450
11208,2035,329683
11208,2040,322732
11208,2045,315417
11208,2050,308245
11208,2055,300401
11208,2060,291756
11208,2065,282067
11208,2070,272051
11209,2025,79251
11209,2030,76582
11209,2035,73490
11209,2040,70107
11209,2045,66794
11209,2050,63755
11209,2055,60722
11209,2060,57633
11209,2065,54490
11209,2070,51387
11210,2025,110907
11210,2030,107372
11210,2035,103128
11210,2040,98117
11210,2045,92721
11210,2050,87427
11210,2055,82478
11210,2060,77336
11210,2065,72153
11210,2070,67056
11211,2025,77653
11211,2030,75630
11211,2035,73345
11211,2040,70856
11211,2045,68256
11211,2050,65640
11211,2055,62930
11211,2060,59968
11211,2065,56854
11211,2070,53715
11212,2025,103685
11212,2030,101904
11212,2035,99399
11212,2040,96453
11212,2045,93405
11212,2050,90549
11212,2055,87722
11212,2060,84645
11212,2065,81445
11212,2070,78169
11214,2025,232052
11214,2030,222153
11214,2035,210870
11214,2040,199163
11214,2045,187925
11214,2050,177722
11214,2055,167505
11214,2060,156875
11214,2065,145653
11214,2070,134500
11215,2025,149362
11215,2030,143080
11215,2035,136156
11215,2040,128974
11215,2045,121964
11215,2050,115647
11215,2055,109359
11215,2060,103308
11215,2065,96948
11215,2070,90351
11216,2025,55796
11216,2030,53426
11216,2035,50797
11216,2040,47910
11216,2045,44866
11216,2050,41868
11216,2055,39076
11216,2060,36202
11216,2065,33404
11216,2070,30650
11217,2025,114282
11217,2030,110691
11217,2035,106371
11217,2040,101596
11217,2045,96726
11217,2050,92116
11217,2055,87584
11217,2060,82959
11217,2065,78253
11217,2070,73566
11218,2025,142381
11218,2030,137543
11218,2035,132006
11218,2040,125790
11218,2045,119305
11218,2050,112889
11218,2055,106716
11218,2060,100237
11218,2065,93556
11218,2070,86796
11219,2025,233146
11219,2030,229011
11219,2035,224008
11219,2040,218788
11219,2045,213701
11219,2050,208711
11219,2055,203178
11219,2060,196706
11219,2065,189322
11219,2070,181700
11221,2025,247032
11221,2030,243826
11221,2035,240105
11221,2040,236325
11221,2045,232769
11221,2050,229415
11221,2055,225048
11221,2060,219560
11221,2065,212863
11221,2070,205820
11222,2025,353178
11222,2030,352289
11222,2035,349964
11222,2040,346707
11222,2045,343043
11222,2050,338867
11222,2055,333290
11222,2060,326306
11222,2065,317916
11222,2070,308746
11223,2025,74608
11223,2030,74643
11223,2035,74620
11223,2040,74317
11223,2045,73699
11223,2050,72883
11223,2055,71819
11223,2060,70590
11223,2065,69107
11223,2070,67418
11224,2025,145255
11224,2030,148109
11224,2035,150137
11224,2040,151176
11224,2045,151315
11224,2050,150660
11224,2055,149221
11224,2060,147066
11224,2065,144232
11224,2070,140982
11225,2025,149362
11225,2030,144389
11225,2035,138604
11225,2040,132186
11225,2045,125643
11225,2050,119372
11225,2055,113168
11225,2060,106730
11225,2065,100003
11225,2070,93282
11227,2025,143823
11227,2030,145729
11227,2035,147151
11227,2040,147776
11227,2045,147636
11227,2050,146855
11227,2055,145355
11227,2060,143258
11227,2065,140555
11227,2070,137492
11228,2025,82840
11228,2030,83542
11228,2035,83875
11228,2040,83863
11228,2045,83577
11228,2050,83162
11228,2055,82469
11228,2060,81409
11228,2065,79936
11228,2070,78213
11229,2025,85570
11229,2030,86028
11229,2035,86197
11229,2040,86018
11229,2045,85333
11229,2050,84265
11229,2055,82789
11229,2060,81126
11229,2065,79223
11229,2070,77071
11230,2025,180575
11230,2030,180455
11230,2035,179641
11230,2040,178500
11230,2045,177422
11230,2050,176215
11230,2055,174312
11230,2060,171726
11230,2065,168300
11230,2070,164467
11231,2025,82437
11231,2030,80643
11231,2035,78590
11231,2040,76491
11231,2045,74495
11231,2050,72579
11231,2055,70578
11231,2060,68324
11231,2065,65790
11231,2070,63138
11232,2025,146993
11232,2030,141913
11232,2035,136033
11232,2040,129516
11232,2045,123022
11232,2050,116942
11232,2055,111005
11232,2060,104950
11232,2065,98659
11232,2070,92446
11233,2025,66592
11233,2030,63204
11233,2035,59487
11233,2040,55642
11233,2045,51894
11233,2050,48330
11233,2055,44838
11233,2060,41278
11233,2065,37633
11233,2070,34124
11234,2025,93414
11234,2030,96135
11234,2035,98221
11234,2040,99911
11234,2045,101143
11234,2050,101949
11234,2055,102299
11234,2060,102238
11234,2065,101676
11234,2070,100732
11235,2025,113511
11235,2030,112604
11235,2035,111459
11235,2040,110039
11235,2045,108552
11235,2050,107018
11235,2055,104979
11235,2060,102510
11235,2065,99497
11235,2070,96149
11237,2025,142285
11237,2030,142922
11237,2035,142851
11237,2040,142223
11237,2045,141290
11237,2050,140353
11237,2055,139104
11237,2060,137438
11237,2065,135258
11237,2070,132619
11238,2025,60114
11238,2030,58097
11238,2035,55974
11238,2040,53803
11238,2045,51863
11238,2050,50232
11238,2055,48636
11238,2060,46957
11238,2065,45128
11238,2070,43173
11239,2025,107106
11239,2030,104015
11239,2035,100541
11239,2040,96941
11239,2045,93698
11239,2050,90890
11239,2055,87911
11239,2060,84818
11239,2065,81416
11239,2070,77822
11240,2025,48335
11240,2030,45645
11240,2035,42694
11240,2040,39581
11240,2045,36563
11240,2050,33877
11240,2055,31342
11240,2060,28859
11240,2065,26363
11240,2070,23880
11241,2025,71904
11241,2030,69982
11241,2035,67677
11241,2040,65182
11241,2045,62739
11241,2050,60626
11241,2055,58477
11241,2060,56270
11241,2065,53837
11241,2070,51132
11242,2025,56361
11242,2030,54562
11242,2035,52550
11242,2040,50534
11242,2045,48675
11242,2050,46970
11242,2055,45243
11242,2060,43490
11242,2065,41610
11242,2070,39609
11243,2025,78843
11243,2030,80290
11243,2035,81225
11243,2040,81788
11243,2045,82055
11243,2050,82087
11243,2055,81825
11243,2060,81204
11243,2065,80222
11243,2070,78942
11245,2025,112292
11245,2030,112797
11245,2035,112738
11245,2040,112321
11245,2045,111814
11245,2050,111201
11245,2055,110239
11245,2060,108730
11245,2065,106535
11245,2070,104020
11246,2025,54804
11246,2030,54639
11246,2035,54152
11246,2040,53464
11246,2045,52606
11246,2050,51704
11246,2055,50725
11246,2060,49590
11246,2065,48268
11246,2070,46882
11301,2025,45490
11301,2030,45567
11301,2035,45397
11301,2040,45168
11301,2045,44937
11301,2050,44669
11301,2055,44199
11301,2060,43513
11301,2065,42470
11301,2070,41182
11324,2025,37089
11324,2030,36444
11324,2035,35675
11324,2040,34932
11324,2045,34400
11324,2050,34019
11324,2055,33507
11324,2060,32827
11324,2065,31932
11324,2070,30923
11326,2025,33800
11326,2030,31860
11326,2035,29720
11326,2040,27546
11326,2045,25520
11326,2050,23714
11326,2055,21972
11326,2060,20207
11326,2065,18448
11326,2070,16717
11327,2025,10166
11327,2030,9389
11327,2035,8560
11327,2040,7703
11327,2045,6885
11327,2050,6114
11327,2055,5407
11327,2060,4735
11327,2065,4098
11327,2070,3518
11341,2025,19846
11341,2030,20640
11341,2035,21222
11341,2040,21571
11341,2045,21731
11341,2050,21761
11341,2055,21737
11341,2060,21609
11341,2065,21419
11341,2070,21150
11342,2025,17074
11342,2030,16287
11342,2035,15376
11342,2040,14412
11342,2045,13460
11342,2050,12568
11342,2055,11703
11342,2060,10843
11342,2065,9981
11342,2070,9107
11343,2025,26330
11343,2030,23944
11343,2035,21467
11343,2040,18918
11343,2045,16465
11343,2050,14209
11343,2055,12300
11343,2060,10550
11343,2065,9002
11343,2070,7625
11346,2025,17991
11346,2030,16620
11346,2035,15184
11346,2040,13682
11346,2045,12190
11346,2050,10865
11346,2055,9645
11346,2060,8538
11346,2065,7488
11346,2070,6496
11347,2025,16915
11347,2030,15566
11347,2035,14110
11347,2040,12575
11347,2045,11049
11347,2050,9634
11347,2055,8349
11347,2060,7165
11347,2065,6077
11347,2070,5112
11348,2025,12481
11348,2030,11455
11348,2035,10368
11348,2040,9235
11348,2045,8127
11348,2050,7188
11348,2055,6376
11348,2060,5671
11348,2065,5015
11348,2070,4326
11349,2025,9627
11349,2030,8835
11349,2035,7998
11349,2040,7123
11349,2045,6244
11349,2050,5433
11349,2055,4676
11349,2060,4032
11349,2065,3440
11349,2070,2937
11361,2025,7355
11361,2030,6841
11361,2035,6316
11361,2040,5784
11361,2045,5243
11361,2050,4716
11361,2055,4221
11361,2060,3733
11361,2065,3295
11361,2070,2882
11362,2025,8435
11362,2030,7715
11362,2035,7031
11362,2040,6357
11362,2045,5689
11362,2050,5066
11362,2055,4522
11362,2060,4015
11362,2065,3538
11362,2070,3111
11363,2025,6196
11363,2030,5665
11363,2035,5135
11363,2040,4604
11363,2045,4091
11363,2050,3621
11363,2055,3191
11363,2060,2789
11363,2065,2400
11363,2070,2046
11365,2025,10008
11365,2030,8884
11365,2035,7832
11365,2040,6827
11365,2045,5889
11365,2050,5002
11365,2055,4246
11365,2060,3553
11365,2065,2946
11365,2070,2427
11369,2025,2507
11369,2030,2211
11369,2035,1921
11369,2040,1643
11369,2045,1392
11369,2050,1147
11369,2055,942
11369,2060,776
11369,2065,639
11369,2070,510
11381,2025,11128
11381,2030,10801
11381,2035,10372
11381,2040,9903
11381,2045,9397
11381,2050,8890
11381,2055,8421
11381,2060,7953
11381,2065,7474
11381,2070,6961
11383,2025,12847
11383,2030,12279
11383,2035,11606
11383,2040,10858
11383,2045,10077
11383,2050,9310
11383,2055,8562
11383,2060,7814
11383,2065,7054
11383,2070,6299
11385,2025,29394
11385,2030,28507
11385,2035,27475
11385,2040,26246
11385,2045,24872
11385,2050,23450
11385,2055,22014
11385,2060,20544
11385,2065,18991
11385,2070,17428
11408,2025,31509
11408,2030,29614
11408,2035,27555
11408,2040,25403
11408,2045,23211
11408,2050,21108
11408,2055,19180
11408,2060,17318
11408,2065,15569
11408,2070,13942
11442,2025,34368
11442,2030,33434
11442,2035,32241
11442,2040,30923
11442,2045,29664
11442,2050,28647
11442,2055,27679
11442,2060,26688
11442,2065,25576
11442,2070,24413
11464,2025,46781
11464,2030,44319
11464,2035,41580
11464,2040,38810
11464,2045,36105
11464,2050,33597
11464,2055,31212
11464,2060,28799
11464,2065,26302
11464,2070,23852
11465,2025,26847
11465,2030,25343
11465,2035,23750
11465,2040,22122
11465,2045,20495
11465,2050,18945
11465,2055,17415
11465,2060,15817
11465,2065,14184
11465,2070,12579
12100,2025,1008231
12100,2030,996328
12100,2035,981968
12100,2040,966024
12100,2045,949400
12100,2050,932312
12100,2055,911591
12100,2060,887310
12100,2065,858505
12100,2070,827353
12101,2025,225193
12101,2030,226373
12101,2035,227541
12101,2040,227710
12101,2045,226508
12101,2050,224546
12101,2055,221513
12101,2060,217420
12101,2065,212046
12101,2070,205608
12102,2025,179388
12102,2030,174072
12102,2035,168737
12102,2040,163908
12102,2045,159687
12102,2050,155772
12102,2055,151226
12102,2060,146399
12102,2065,140835
12102,2070,134790
12103,2025,173545
12103,2030,172790
12103,2035,171321
12103,2040,169379
12103,2045,167144
12103,2050,164639
12103,2055,161478
12103,2060,157731
12103,2065,153205
12103,2070,148348
12104,2025,144614
12104,2030,140634
12104,2035,136264
12104,2040,131910
12104,2045,127836
12104,2050,124206
12104,2055,120384
12104,2060,116206
12104,2065,111377
12104,2070,106151
12105,2025,133138
12105,2030,134577
12105,2035,135139
12105,2040,134816
12105,2045,133798
12105,2050,132136
12105,2055,130011
12105,2060,127131
12105,2065,123604
12105,2070,119924
12106,2025,152353
12106,2030,147882
12106,2035,142966
12106,2040,138301
12106,2045,134427
12106,2050,131013
12106,2055,126979
12106,2060,122423
12106,2065,117438
12106,2070,112532
12202,2025,55120
12202,2030,49540
12202,2035,44147
12202,2040,38996
12202,2045,34158
12202,2050,29736
12202,2055,25840
12202,2060,22196
12202,2065,18918
12202,2070,16068
12203,2025,571134
12203,2030,571250
12203,2035,570562
12203,2040,567932
12203,2045,562559
12203,2050,554622
12203,2055,543843
12203,2060,531429
12203,2065,517073
12203,2070,501260
12204,2025,661669
12204,2030,666090
12204,2035,667091
12204,2040,665718
12204,2045,662829
12204,2050,658127
12204,2055,650429
12204,2060,640184
12204,2065,626756
12204,2070,611524
12205,2025,43466
12205,2030,40959
12205,2035,38542
12205,2040,36120
12205,2045,33716
12205,2050,31406
12205,2055,29221
12205,2060,27240
12205,2065,25285
12205,2070,23373
12206,2025,151195
12206,2030,151671
12206,2035,151244
12206,2040,150012
12206,2045,148319
12206,2050,146337
12206,2055,144056
12206,2060,141351
12206,2065,138054
12206,2070,134330
12207,2025,545759
12207,2030,543283
12207,2035,539646
12207,2040,534694
12207,2045,528584
12207,2050,521602
12207,2055,512377
12207,2060,501560
12207,2065,488210
12207,2070,473348
12208,2025,154144
12208,2030,150595
12208,2035,146382
12208,2040,141955
12208,2045,137660
12208,2050,133953
12208,2055,130339
12208,2060,126436
12208,2065,122114
12208,2070,117598
12210,2025,84961
12210,2030,81422
12210,2035,77498
12210,2040,73224
12210,2045,68857
12210,2050,64645
12210,2055,60555
12210,2060,56402
12210,2065,52169
12210,2070,47976
12211,2025,135716
12211,2030,135558
12211,2035,134817
12211,2040,133456
12211,2045,131299
12211,2050,128926
12211,2055,126415
12211,2060,123504
12211,2065,120020
12211,2070,116046
12212,2025,164975
12212,2030,159608
12212,2035,153447
12212,2040,147052
12212,2045,140909
12212,2050,135461
12212,2055,130159
12212,2060,124691
12212,2065,118925
12212,2070,113059
12213,2025,56262
12213,2030,54151
12213,2035,51732
12213,2040,49028
12213,2045,46263
12213,2050,43603
12213,2055,40973
12213,2060,38264
12213,2065,35540
12213,2070,32910
12215,2025,64027
12215,2030,60973
12215,2035,57784
12215,2040,54429
12215,2045,51002
12215,2050,47618
12215,2055,44393
12215,2060,41206
12215,2065,38121
12215,2070,35158
12216,2025,178635
12216,2030,179340
12216,2035,179262
12216,2040,178455
12216,2045,177043
12216,2050,175148
12216,2055,172455
12216,2060,169034
12216,2065,164941
12216,2070,160404
12217,2025,455729
12217,2030,459820
12217,2035,461078
12217,2040,459954
12217,2045,457134
12217,2050,453569
12217,2055,448969
12217,2060,443104
