municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
19201,1600,102,261363,24.1,815,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6972,138.5877&z=12",701271,565360,-19.38,653,33,384,119,24,95,2026-05-28T05:45:14.974258+00:00,https://www.reinfolib.mlit.go.jp/
19202,,0,,,365,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4389,138.7935&z=12",525269,413762,-21.23,147,4,87,18,4,14,2026-05-28T05:47:03.537844+00:00,https://www.reinfolib.mlit.go.jp/
19204,,0,,,314,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5366,138.9149&z=12",425528,312205,-26.63,78,4,44,20,2,18,2026-05-28T05:48:55.028455+00:00,https://www.reinfolib.mlit.go.jp/
19205,,0,,,301,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7969,138.6974&z=12",428352,343678,-19.77,11,1,7,2,0,2,2026-05-28T05:50:25.953981+00:00,https://www.reinfolib.mlit.go.jp/
19206,,0,,,255,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6429,138.9199&z=12",235654,158861,-32.59,40,1,25,9,2,7,2026-05-28T05:52:00.066439+00:00,https://www.reinfolib.mlit.go.jp/
19207,,0,,,739,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7177,138.412&z=12",583308,479110,-17.86,101,9,57,11,2,9,2026-05-28T05:53:45.198843+00:00,https://www.reinfolib.mlit.go.jp/
19208,,0,,,739,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6507,138.3542&z=12",583308,479110,-17.86,91,8,50,19,1,18,2026-05-28T05:55:31.675407+00:00,https://www.reinfolib.mlit.go.jp/
19209,330,2,82500,32,543,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.8372,138.3937&z=12",568917,474321,-16.63,46,2,22,20,0,20,2026-05-28T05:57:22.809137+00:00,https://www.reinfolib.mlit.go.jp/
19210,190,3,42222,50,815,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.717,138.5184&z=12",701271,565360,-19.38,490,24,289,29,3,26,2026-05-28T05:59:27.218043+00:00,https://www.reinfolib.mlit.go.jp/
19211,560,18,100000,32.7,771,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5996,138.6807&z=12",688451,556261,-19.2,347,18,192,40,1,39,2026-05-28T06:01:22.626852+00:00,https://www.reinfolib.mlit.go.jp/
19212,,0,,,938,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.6342,139.0638&z=12",2162133,1870555,-13.49,51,3,29,7,3,4,2026-05-28T06:03:44.393226+00:00,https://www.reinfolib.mlit.go.jp/
19213,,0,,,373,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7265,138.7918&z=12",551327,438704,-20.43,59,3,34,15,1,14,2026-05-28T06:05:58.301503+00:00,https://www.reinfolib.mlit.go.jp/
19214,,0,,,771,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5842,138.5411&z=12",688451,556261,-19.2,613,29,355,16,0,16,2026-05-28T06:09:20.860523+00:00,https://www.reinfolib.mlit.go.jp/
19346,,0,,,641,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.5325,138.5132&z=12",547870,450358,-17.8,259,13,155,10,2,8,2026-05-28T06:11:25.269075+00:00,https://www.reinfolib.mlit.go.jp/
19364,,0,,,443,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4674,138.3094&z=12",175075,134928,-22.93,8,0,8,,,,2026-05-28T06:13:07.278977+00:00,https://www.reinfolib.mlit.go.jp/
19365,,0,,,502,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4153,138.4681&z=12",293162,222286,-24.18,23,3,12,6,1,5,2026-05-28T06:14:58.881478+00:00,https://www.reinfolib.mlit.go.jp/
19366,,0,,,350,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.2593,138.4617&z=12",440495,337343,-23.42,14,0,10,3,1,2,2026-05-28T06:16:36.678653+00:00,https://www.reinfolib.mlit.go.jp/
