municipality_code,name,prefecture,kana,population,scraper_type,scraper_base_url,tenant_id,press_rss_url,opendata_url,tier,is_active,notes
07446,昭和村,福島県,ショウワムラ,,unknown,,,,,3,false,
07447,会津美里町,福島県,アイヅミサトマチ,,unknown,,,,,3,false,
07461,西郷村,福島県,ニシゴウムラ,,unknown,,,,,3,false,
07464,泉崎村,福島県,イズミザキムラ,,unknown,,,,,3,false,
07465,中島村,福島県,ナカジマムラ,,unknown,,,,,3,false,
07466,矢吹町,福島県,ヤブキマチ,,unknown,,,,,3,false,
07481,棚倉町,福島県,タナグラマチ,,unknown,,,,,3,false,
07482,矢祭町,福島県,ヤマツリマチ,,unknown,,,,,3,false,
07483,塙町,福島県,ハナワマチ,,unknown,,,,,3,false,
07484,鮫川村,福島県,サメガワムラ,,unknown,,,,,3,false,
07501,石川町,福島県,イシカワマチ,,unknown,,,,,3,false,
07502,玉川村,福島県,タマカワムラ,,unknown,,,,,3,false,
07503,平田村,福島県,ヒラタムラ,,unknown,,,,,3,false,
07504,浅川町,福島県,アサカワマチ,,unknown,,,,,3,false,
07505,古殿町,福島県,フルドノマチ,,unknown,,,,,3,false,
07521,三春町,福島県,ミハルマチ,,unknown,,,,,3,false,
07522,小野町,福島県,オノマチ,,unknown,,,,,3,false,
07541,広野町,福島県,ヒロノマチ,,unknown,,,,,3,false,
07542,楢葉町,福島県,ナラハマチ,,unknown,,,,,3,false,
07543,富岡町,福島県,トミオカマチ,,unknown,,,,,3,false,
07544,川内村,福島県,カワウチムラ,,unknown,,,,,3,false,
07545,大熊町,福島県,オオクママチ,,unknown,,,,,3,false,
07546,双葉町,福島県,フタバマチ,,unknown,,,,,3,false,
07547,浪江町,福島県,ナミエマチ,,unknown,,,,,3,false,
07548,葛尾村,福島県,カツラオムラ,,unknown,,,,,3,false,
07561,新地町,福島県,シンチマチ,,unknown,,,,,3,false,
07564,飯舘村,福島県,イイタテムラ,,unknown,,,,,3,false,
08000,茨城県,茨城県,イバラキケン,,unknown,,,,,3,false,prefecture_aggregate
08201,水戸市,茨城県,ミトシ,,unknown,,,,,3,false,
08202,日立市,茨城県,ヒタチシ,,unknown,,,,,3,false,
08203,土浦市,茨城県,ツチウラシ,,unknown,,,,,3,false,
08204,古河市,茨城県,コガシ,,unknown,,,,,3,false,
08205,石岡市,茨城県,イシオカシ,,unknown,,,,,3,false,
08207,結城市,茨城県,ユウキシ,,unknown,,,,,3,false,
08208,龍ケ崎市,茨城県,リュウガサキシ,,unknown,,,,,3,false,
08210,下妻市,茨城県,シモツマシ,,unknown,,,,,3,false,
08211,常総市,茨城県,ジョウソウシ,,unknown,,,,,3,false,
08212,常陸太田市,茨城県,ヒタチオオタシ,,unknown,,,,,3,false,
08214,高萩市,茨城県,タカハギシ,,unknown,,,,,3,false,
08215,北茨城市,茨城県,キタイバラキシ,,unknown,,,,,3,false,
08216,笠間市,茨城県,カサマシ,,unknown,,,,,3,false,
08217,取手市,茨城県,トリデシ,,unknown,,,,,3,false,
08219,牛久市,茨城県,ウシクシ,,unknown,,,,,3,false,
08220,つくば市,茨城県,ツクバシ,,unknown,,,,,3,false,
08221,ひたちなか市,茨城県,ヒタチナカシ,,unknown,,,,,3,false,
08222,鹿嶋市,茨城県,カシマシ,,unknown,,,,,3,false,
08223,潮来市,茨城県,イタコシ,,unknown,,,,,3,false,
08224,守谷市,茨城県,モリヤシ,,unknown,,,,,3,false,
08225,常陸大宮市,茨城県,ヒタチオオミヤシ,,unknown,,,,,3,false,
08226,那珂市,茨城県,ナカシ,,unknown,,,,,3,false,
08227,筑西市,茨城県,チクセイシ,,unknown,,,,,3,false,
08228,坂東市,茨城県,バンドウシ,,unknown,,,,,3,false,
08229,稲敷市,茨城県,イナシキシ,,unknown,,,,,3,false,
08230,かすみがうら市,茨城県,カスミガウラシ,,unknown,,,,,3,false,
08231,桜川市,茨城県,サクラガワシ,,unknown,,,,,3,false,
08232,神栖市,茨城県,カミスシ,,unknown,,,,,3,false,
08233,行方市,茨城県,ナメガタシ,,unknown,,,,,3,false,
08234,鉾田市,茨城県,ホコタシ,,unknown,,,,,3,false,
08235,つくばみらい市,茨城県,ツクバミライシ,,unknown,,,,,3,false,
08236,小美玉市,茨城県,オミタマシ,,unknown,,,,,3,false,
08302,茨城町,茨城県,イバラキマチ,,unknown,,,,,3,false,
08309,大洗町,茨城県,オオアライマチ,,unknown,,,,,3,false,
08310,城里町,茨城県,シロサトマチ,,unknown,,,,,3,false,
08341,東海村,茨城県,トウカイムラ,,unknown,,,,,3,false,
08364,大子町,茨城県,ダイゴマチ,,unknown,,,,,3,false,
08442,美浦村,茨城県,ミホムラ,,unknown,,,,,3,false,
08443,阿見町,茨城県,アミマチ,,unknown,,,,,3,false,
08447,河内町,茨城県,カワチマチ,,unknown,,,,,3,false,
08521,八千代町,茨城県,ヤチヨマチ,,unknown,,,,,3,false,
08542,五霞町,茨城県,ゴカマチ,,unknown,,,,,3,false,
08546,境町,茨城県,サカイマチ,,unknown,,,,,3,false,
08564,利根町,茨城県,トネマチ,,unknown,,,,,3,false,
09000,栃木県,栃木県,トチギケン,,unknown,,,,,3,false,prefecture_aggregate
09201,宇都宮市,栃木県,ウツノミヤシ,,unknown,,,,,3,false,
09202,足利市,栃木県,アシカガシ,,unknown,,,,,3,false,
09203,栃木市,栃木県,トチギシ,,unknown,,,,,3,false,
09204,佐野市,栃木県,サノシ,,unknown,,,,,3,false,
09205,鹿沼市,栃木県,カヌマシ,,unknown,,,,,3,false,
09206,日光市,栃木県,ニッコウシ,,unknown,,,,,3,false,
09208,小山市,栃木県,オヤマシ,,unknown,,,,,3,false,
09209,真岡市,栃木県,モオカシ,,unknown,,,,,3,false,
09210,大田原市,栃木県,オオタワラシ,,unknown,,,,,3,false,
09211,矢板市,栃木県,ヤイタシ,,unknown,,,,,3,false,
09213,那須塩原市,栃木県,ナスシオバラシ,,unknown,,,,,3,false,
09214,さくら市,栃木県,サクラシ,,unknown,,,,,3,false,
09215,那須烏山市,栃木県,ナスカラスヤマシ,,unknown,,,,,3,false,
09216,下野市,栃木県,シモツケシ,,unknown,,,,,3,false,
09301,上三川町,栃木県,カミノカワマチ,,unknown,,,,,3,false,
09342,益子町,栃木県,マシコマチ,,unknown,,,,,3,false,
09343,茂木町,栃木県,モテギマチ,,unknown,,,,,3,false,
09344,市貝町,栃木県,イチカイマチ,,unknown,,,,,3,false,
09345,芳賀町,栃木県,ハガマチ,,unknown,,,,,3,false,
09361,壬生町,栃木県,ミブマチ,,unknown,,,,,3,false,
09364,野木町,栃木県,ノギマチ,,unknown,,,,,3,false,
09384,塩谷町,栃木県,シオヤマチ,,unknown,,,,,3,false,
09386,高根沢町,栃木県,タカネザワマチ,,unknown,,,,,3,false,
09407,那須町,栃木県,ナスマチ,,unknown,,,,,3,false,
09411,那珂川町,栃木県,ナカガワマチ,,unknown,,,,,3,false,
10000,群馬県,群馬県,グンマケン,,unknown,,,,,3,false,prefecture_aggregate
10201,前橋市,群馬県,マエバシシ,,unknown,,,,,3,false,
10202,高崎市,群馬県,タカサキシ,,unknown,,,,,3,false,
10203,桐生市,群馬県,キリュウシ,,unknown,,,,,3,false,
10204,伊勢崎市,群馬県,イセサキシ,,unknown,,,,,3,false,
10205,太田市,群馬県,オオタシ,,unknown,,,,,3,false,
10206,沼田市,群馬県,ヌマタシ,,unknown,,,,,3,false,
10207,館林市,群馬県,タテバヤシシ,,unknown,,,,,3,false,
10208,渋川市,群馬県,シブカワシ,,unknown,,,,,3,false,
10209,藤岡市,群馬県,フジオカシ,,unknown,,,,,3,false,
10210,富岡市,群馬県,トミオカシ,,unknown,,,,,3,false,
10211,安中市,群馬県,アンナカシ,,unknown,,,,,3,false,
10212,みどり市,群馬県,ミドリシ,,unknown,,,,,3,false,
10344,榛東村,群馬県,シントウムラ,,unknown,,,,,3,false,
10345,吉岡町,群馬県,ヨシオカマチ,,unknown,,,,,3,false,
10366,上野村,群馬県,ウエノムラ,,unknown,,,,,3,false,
10367,神流町,群馬県,カンナマチ,,unknown,,,,,3,false,
10382,下仁田町,群馬県,シモニタマチ,,unknown,,,,,3,false,
10383,南牧村,群馬県,ナンモクムラ,,unknown,,,,,3,false,
10384,甘楽町,群馬県,カンラマチ,,unknown,,,,,3,false,
10421,中之条町,群馬県,ナカノジヨウマチ,,unknown,,,,,3,false,
10424,長野原町,群馬県,ナガノハラマチ,,unknown,,,,,3,false,
10425,嬬恋村,群馬県,ツマゴイムラ,,unknown,,,,,3,false,
10426,草津町,群馬県,クサツマチ,,unknown,,,,,3,false,
10428,高山村,群馬県,タカヤマムラ,,unknown,,,,,3,false,
10429,東吾妻町,群馬県,ヒガシアガツママチ,,unknown,,,,,3,false,
10443,片品村,群馬県,カタシナムラ,,unknown,,,,,3,false,
10444,川場村,群馬県,カワバムラ,,unknown,,,,,3,false,
10448,昭和村,群馬県,ショウワムラ,,unknown,,,,,3,false,
10449,みなかみ町,群馬県,ミナカミマチ,,unknown,,,,,3,false,
10464,玉村町,群馬県,タマムラマチ,,unknown,,,,,3,false,
10521,板倉町,群馬県,イタクラマチ,,unknown,,,,,3,false,
10522,明和町,群馬県,メイワマチ,,unknown,,,,,3,false,
10523,千代田町,群馬県,チヨダマチ,,unknown,,,,,3,false,
10524,大泉町,群馬県,オオイズミマチ,,unknown,,,,,3,false,
10525,邑楽町,群馬県,オウラマチ,,unknown,,,,,3,false,
11000,埼玉県,埼玉県,サイタマケン,,unknown,,,,,3,false,prefecture_aggregate
11100,さいたま市,埼玉県,サイタマシ,,unknown,,,,,3,false,
11201,川越市,埼玉県,カワゴエシ,,unknown,,,,,3,false,
11202,熊谷市,埼玉県,クマガヤシ,,unknown,,,,,3,false,
11203,川口市,埼玉県,カワグチシ,,unknown,,,,,3,false,
11206,行田市,埼玉県,ギヨウダシ,,unknown,,,,,3,false,
11207,秩父市,埼玉県,チチブシ,,unknown,,,,,3,false,
11208,所沢市,埼玉県,トコロザワシ,,unknown,,,,,3,false,
11209,飯能市,埼玉県,ハンノウシ,,unknown,,,,,3,false,
11210,加須市,埼玉県,カゾシ,,unknown,,,,,3,false,
11211,本庄市,埼玉県,ホンジヨウシ,,unknown,,,,,3,false,
11212,東松山市,埼玉県,ヒガシマツヤマシ,,unknown,,,,,3,false,
11214,春日部市,埼玉県,カスカベシ,,unknown,,,,,3,false,
11215,狭山市,埼玉県,サヤマシ,,unknown,,,,,3,false,
11216,羽生市,埼玉県,ハニユウシ,,unknown,,,,,3,false,
11217,鴻巣市,埼玉県,コウノスシ,,unknown,,,,,3,false,
11218,深谷市,埼玉県,フカヤシ,,unknown,,,,,3,false,
11219,上尾市,埼玉県,アゲオシ,,unknown,,,,,3,false,
11221,草加市,埼玉県,ソウカシ,,unknown,,,,,3,false,
11222,越谷市,埼玉県,コシガヤシ,,unknown,,,,,3,false,
11223,蕨市,埼玉県,ワラビシ,,unknown,,,,,3,false,
11224,戸田市,埼玉県,トダシ,,unknown,,,,,3,false,
11225,入間市,埼玉県,イルマシ,,unknown,,,,,3,false,
11227,朝霞市,埼玉県,アサカシ,,unknown,,,,,3,false,
11228,志木市,埼玉県,シキシ,,unknown,,,,,3,false,
11229,和光市,埼玉県,ワコウシ,,unknown,,,,,3,false,
11230,新座市,埼玉県,ニイザシ,,unknown,,,,,3,false,
11231,桶川市,埼玉県,オケガワシ,,unknown,,,,,3,false,
11232,久喜市,埼玉県,クキシ,,unknown,,,,,3,false,
11233,北本市,埼玉県,キタモトシ,,unknown,,,,,3,false,
11234,八潮市,埼玉県,ヤシオシ,,unknown,,,,,3,false,
11235,富士見市,埼玉県,フジミシ,,unknown,,,,,3,false,
11237,三郷市,埼玉県,ミサトシ,,unknown,,,,,3,false,
11238,蓮田市,埼玉県,ハスダシ,,unknown,,,,,3,false,
11239,坂戸市,埼玉県,サカドシ,,unknown,,,,,3,false,
11240,幸手市,埼玉県,サッテシ,,unknown,,,,,3,false,
11241,鶴ヶ島市,埼玉県,ツルガシマシ,,unknown,,,,,3,false,
11242,日高市,埼玉県,ヒダカシ,,unknown,,,,,3,false,
11243,吉川市,埼玉県,ヨシカワシ,,unknown,,,,,3,false,
11245,ふじみ野市,埼玉県,フジミノシ,,unknown,,,,,3,false,
11246,白岡市,埼玉県,シラオカシ,,unknown,,,,,3,false,
11301,伊奈町,埼玉県,イナマチ,,unknown,,,,,3,false,
11324,三芳町,埼玉県,ミヨシマチ,,unknown,,,,,3,false,
11326,毛呂山町,埼玉県,モロヤママチ,,unknown,,,,,3,false,
11327,越生町,埼玉県,オゴセマチ,,unknown,,,,,3,false,
11341,滑川町,埼玉県,ナメガワマチ,,unknown,,,,,3,false,
11342,嵐山町,埼玉県,ランザンマチ,,unknown,,,,,3,false,
11343,小川町,埼玉県,オガワマチ,,unknown,,,,,3,false,
11346,川島町,埼玉県,カワジママチ,,unknown,,,,,3,false,
11347,吉見町,埼玉県,ヨシミマチ,,unknown,,,,,3,false,
11348,鳩山町,埼玉県,ハトヤママチ,,unknown,,,,,3,false,
11349,ときがわ町,埼玉県,トキガワマチ,,unknown,,,,,3,false,
11361,横瀬町,埼玉県,ヨコゼマチ,,unknown,,,,,3,false,
11362,皆野町,埼玉県,ミナノマチ,,unknown,,,,,3,false,
11363,長瀞町,埼玉県,ナガトロマチ,,unknown,,,,,3,false,
11365,小鹿野町,埼玉県,オガノマチ,,unknown,,,,,3,false,
11369,東秩父村,埼玉県,ヒガシチチブムラ,,unknown,,,,,3,false,
11381,美里町,埼玉県,ミサトマチ,,unknown,,,,,3,false,
11383,神川町,埼玉県,カミカワマチ,,unknown,,,,,3,false,
11385,上里町,埼玉県,カミサトマチ,,unknown,,,,,3,false,
11408,寄居町,埼玉県,ヨリイマチ,,unknown,,,,,3,false,
11442,宮代町,埼玉県,ミヤシロマチ,,unknown,,,,,3,false,
11464,杉戸町,埼玉県,スギトマチ,,unknown,,,,,3,false,
11465,松伏町,埼玉県,マツブシマチ,,unknown,,,,,3,false,
12000,千葉県,千葉県,チバケン,,unknown,,,,,3,false,prefecture_aggregate
12100,千葉市,千葉県,チバシ,,unknown,,,,,3,false,
12202,銚子市,千葉県,チョウシシ,,unknown,,,,,3,false,
12203,市川市,千葉県,イチカワシ,,unknown,,,,,3,false,
12204,船橋市,千葉県,フナバシシ,,unknown,,,,,3,false,
12205,館山市,千葉県,タテヤマシ,,unknown,,,,,3,false,
12206,木更津市,千葉県,キサラヅシ,,unknown,,,,,3,false,
12207,松戸市,千葉県,マツドシ,,unknown,,,,,3,false,
12208,野田市,千葉県,ノダシ,,unknown,,,,,3,false,
12210,茂原市,千葉県,モバラシ,,unknown,,,,,3,false,
12211,成田市,千葉県,ナリタシ,,unknown,,,,,3,false,
12212,佐倉市,千葉県,サクラシ,,unknown,,,,,3,false,
12213,東金市,千葉県,トウガネシ,,unknown,,,,,3,false,
12215,旭市,千葉県,アサヒシ,,unknown,,,,,3,false,
12216,習志野市,千葉県,ナラシノシ,,unknown,,,,,3,false,
12217,柏市,千葉県,カシワシ,,unknown,,,,,3,false,
12218,勝浦市,千葉県,カツウラシ,,unknown,,,,,3,false,
12219,市原市,千葉県,イチハラシ,,unknown,,,,,3,false,
12220,流山市,千葉県,ナガレヤマシ,,unknown,,,,,3,false,
12221,八千代市,千葉県,ヤチヨシ,,unknown,,,,,3,false,
12222,我孫子市,千葉県,アビコシ,,unknown,,,,,3,false,
12223,鴨川市,千葉県,カモガワシ,,unknown,,,,,3,false,
12224,鎌ケ谷市,千葉県,カマガヤシ,,unknown,,,,,3,false,
12225,君津市,千葉県,キミツシ,,unknown,,,,,3,false,
12226,富津市,千葉県,フッツシ,,unknown,,,,,3,false,
12227,浦安市,千葉県,ウラヤスシ,,unknown,,,,,3,false,
12228,四街道市,千葉県,ヨツカイドウシ,,unknown,,,,,3,false,
12229,袖ケ浦市,千葉県,ソデガウラシ,,unknown,,,,,3,false,
12230,八街市,千葉県,ヤチマタシ,,unknown,,,,,3,false,
12231,印西市,千葉県,インザイシ,,unknown,,,,,3,false,
12232,白井市,千葉県,シロイシ,,unknown,,,,,3,false,
12233,富里市,千葉県,トミサトシ,,unknown,,,,,3,false,
12234,南房総市,千葉県,ミナミボウソウシ,,unknown,,,,,3,false,
12235,匝瑳市,千葉県,ソウサシ,,unknown,,,,,3,false,
12236,香取市,千葉県,カトリシ,,unknown,,,,,3,false,
12237,山武市,千葉県,サンムシ,,unknown,,,,,3,false,
12238,いすみ市,千葉県,イスミシ,,unknown,,,,,3,false,
12239,大網白里市,千葉県,オオアミシラサトシ,,unknown,,,,,3,false,
12322,酒々井町,千葉県,シスイマチ,,unknown,,,,,3,false,
12329,栄町,千葉県,サカエマチ,,unknown,,,,,3,false,
12342,神崎町,千葉県,コウザキマチ,,unknown,,,,,3,false,
12347,多古町,千葉県,タコマチ,,unknown,,,,,3,false,
12349,東庄町,千葉県,トウノショウマチ,,unknown,,,,,3,false,
12403,九十九里町,千葉県,クジユウクリマチ,,unknown,,,,,3,false,
12409,芝山町,千葉県,シバヤママチ,,unknown,,,,,3,false,
12410,横芝光町,千葉県,ヨコシバヒカリマチ,,unknown,,,,,3,false,
12421,一宮町,千葉県,イチノミヤマチ,,unknown,,,,,3,false,
12422,睦沢町,千葉県,ムツザワマチ,,unknown,,,,,3,false,
12423,長生村,千葉県,チョウセイムラ,,unknown,,,,,3,false,
12424,白子町,千葉県,シラコマチ,,unknown,,,,,3,false,
12426,長柄町,千葉県,ナガラマチ,,unknown,,,,,3,false,
12427,長南町,千葉県,チョウナンマチ,,unknown,,,,,3,false,
12441,大多喜町,千葉県,オオタキマチ,,unknown,,,,,3,false,
12443,御宿町,千葉県,オンジユクマチ,,unknown,,,,,3,false,
12463,鋸南町,千葉県,キヨナンマチ,,unknown,,,,,3,false,
13000,東京都,東京都,トウキョウト,,unknown,,,,,3,false,prefecture_aggregate
13101,千代田区,東京都,チヨダク,,db_search,http://www.city.chiyoda.tokyo.dbsr.jp/,,,,1,false,chiyoda (DB-Search)
13102,中央区,東京都,チュウオウク,,custom,https://www.kugikai.city.chuo.lg.jp/kaigiroku/,,,,1,false,chuo (independent site)
13103,港区,東京都,ミナトク,,voices_asp,https://gikai2.city.minato.tokyo.jp/voices,,,,1,false,minato
13104,新宿区,東京都,シンジュクク,,kaigiroku,https://ssp.kaigiroku.net/tenant/shinjuku,shinjuku,,,1,false,shinjuku (DiscussNet SPA; verified via app-mints.com listing)
13105,文京区,東京都,ブンキョウク,,db_search,https://www.city.bunkyo.tokyo.dbsr.jp/,,,,1,false,bunkyo (DB-Search)
13106,台東区,東京都,タイトウク,,voices_asp,https://taito.gijiroku.com/voices,,,,1,false,taito
13107,墨田区,東京都,スミダク,,kaigiroku,https://ssp.kaigiroku.net/tenant/sumida,sumida,,,1,false,sumida (DiscussNet SPA)
13108,江東区,東京都,コウトウク,,db_search,https://www.city.koto.tokyo.dbsr.jp/,,,,1,false,koto (DB-Search)
13109,品川区,東京都,シナガワク,,db_search,https://kaigiroku.city.shinagawa.tokyo.jp/,,,,1,false,shinagawa (likely DB-Search; verify Phase 3)
13110,目黒区,東京都,メグロク,,kensakusystem_legacy,https://www.kensakusystem.jp/meguro,,,,1,false,meguro (kensakusystem.jp legacy HTML4)
13111,大田区,東京都,オオタク,,voices_asp,https://www.gikai-ota-tokyo.jp/ota,,,,1,false,ota (voices_asp; g08v_search.asp at /ota/ subpath instead of /voices/)
13112,世田谷区,東京都,セタガヤク,,voices_asp,https://kugi.city.setagaya.tokyo.jp/voices,,,,1,false,setagaya (NOT DiscussNet; voices_asp vendor)
13113,渋谷区,東京都,シブヤク,,custom,https://shibukugi.tokyo/chukei_kaigiroku/,,,,1,false,shibuya (independent CMS by Kaigiroku-Kenkyusho; legacy at kaigiroku.net/kensaku/shibuya/)
13114,中野区,東京都,ナカノク,,custom,https://kugikai-nakano.jp/search.html,,,,1,false,nakano (independent)
13115,杉並区,東京都,スギナミク,,voices_asp,https://suginami.gijiroku.com/voices,,,,1,false,suginami
13116,豊島区,東京都,トシマク,,kensakusystem_legacy,https://www.kensakusystem.jp/toshima,,,,1,false,toshima (kensakusystem.jp legacy HTML4; charset Shift_JIS)
13117,北区,東京都,キタク,,custom,https://www.discusscabinet.net/kitakugikai/list,,,,1,false,kita (Discuss Cabinet by NTT-AT; new product line found; verify Phase 3)
13118,荒川区,東京都,アラカワク,,kaigiroku,https://ssp.kaigiroku.net/tenant/arakawa,arakawa,,,1,false,arakawa (DiscussNet SPA; the only 23-ward DiscussNet)
13119,板橋区,東京都,イタバシク,,voices_asp,https://itabashi.gijiroku.com/voices,,,,1,false,itabashi
13120,練馬区,東京都,ネリマク,,custom,https://www.city.nerima.tokyo.jp/gikai/kaigiroku.html,,,,1,false,nerima (indirection page; system TBD)
13121,足立区,東京都,アダチク,,voices_asp,https://www.gikai-adachi.jp/voices,,,,1,false,adachi
13122,葛飾区,東京都,カツシカク,,kensakusystem_legacy,https://www.kensakusystem.jp/katsushika,,,,1,false,katsushika (kensakusystem.jp legacy HTML4)
13123,江戸川区,東京都,エドガワク,,voices_asp,https://www.gikai.city.edogawa.tokyo.jp/voices,,,,1,false,edogawa
13201,八王子市,東京都,ハチオウジシ,,unknown,,,,,3,false,
13202,立川市,東京都,タチカワシ,,unknown,,,,,3,false,
13203,武蔵野市,東京都,ムサシノシ,,unknown,,,,,3,false,
13204,三鷹市,東京都,ミタカシ,,unknown,,,,,3,false,
13205,青梅市,東京都,オウメシ,,unknown,,,,,3,false,
13206,府中市,東京都,フチュウシ,,unknown,,,,,3,false,
13207,昭島市,東京都,アキシマシ,,unknown,,,,,3,false,
13208,調布市,東京都,チョウフシ,,unknown,,,,,3,false,
13209,町田市,東京都,マチダシ,,unknown,,,,,3,false,
13210,小金井市,東京都,コガネイシ,,unknown,,,,,3,false,
13211,小平市,東京都,コダイラシ,,unknown,,,,,3,false,
13212,日野市,東京都,ヒノシ,,unknown,,,,,3,false,
13213,東村山市,東京都,ヒガシムラヤマシ,,unknown,,,,,3,false,
13214,国分寺市,東京都,コクブンジシ,,unknown,,,,,3,false,
13215,国立市,東京都,クニタチシ,,unknown,,,,,3,false,
13218,福生市,東京都,フッサシ,,unknown,,,,,3,false,
13219,狛江市,東京都,コマエシ,,unknown,,,,,3,false,
13220,東大和市,東京都,ヒガシヤマトシ,,unknown,,,,,3,false,
13221,清瀬市,東京都,キヨセシ,,unknown,,,,,3,false,
13222,東久留米市,東京都,ヒガシクルメシ,,unknown,,,,,3,false,
13223,武蔵村山市,東京都,ムサシムラヤマシ,,unknown,,,,,3,false,
13224,多摩市,東京都,タマシ,,unknown,,,,,3,false,
13225,稲城市,東京都,イナギシ,,unknown,,,,,3,false,
13227,羽村市,東京都,ハムラシ,,unknown,,,,,3,false,
13228,あきる野市,東京都,アキルノシ,,unknown,,,,,3,false,
13229,西東京市,東京都,ニシトウキョウシ,,unknown,,,,,3,false,
13303,瑞穂町,東京都,ミズホマチ,,unknown,,,,,3,false,
13305,日の出町,東京都,ヒノデマチ,,unknown,,,,,3,false,
13307,檜原村,東京都,ヒノハラムラ,,unknown,,,,,3,false,
13308,奥多摩町,東京都,オクタママチ,,unknown,,,,,3,false,
13361,大島町,東京都,オオシママチ,,unknown,,,,,3,false,
13362,利島村,東京都,トシマムラ,,unknown,,,,,3,false,
13363,新島村,東京都,ニイジマムラ,,unknown,,,,,3,false,
13364,神津島村,東京都,コウヅシマムラ,,unknown,,,,,3,false,
13381,三宅村,東京都,ミヤケムラ,,unknown,,,,,3,false,
13382,御蔵島村,東京都,ミクラジマムラ,,unknown,,,,,3,false,
13401,八丈町,東京都,ハチジョウマチ,,unknown,,,,,3,false,
13402,青ヶ島村,東京都,アオガシマムラ,,unknown,,,,,3,false,
13421,小笠原村,東京都,オガサワラムラ,,unknown,,,,,3,false,
14000,神奈川県,神奈川県,カナガワケン,,unknown,,,,,3,false,prefecture_aggregate
14100,横浜市,神奈川県,ヨコハマシ,,kaigiroku,http://giji.city.yokohama.lg.jp/tenant/yokohama,yokohama,,,1,false,yokohama (DiscussNet white-label; HTTP not HTTPS; charset Shift_JIS)
14130,川崎市,神奈川県,カワサキシ,,unknown,,,,,3,false,
14150,相模原市,神奈川県,サガミハラシ,,unknown,,,,,3,false,
14201,横須賀市,神奈川県,ヨコスカシ,,unknown,,,,,3,false,
14203,平塚市,神奈川県,ヒラツカシ,,unknown,,,,,3,false,
14204,鎌倉市,神奈川県,カマクラシ,,unknown,,,,,3,false,
14205,藤沢市,神奈川県,フジサワシ,,unknown,,,,,3,false,
14206,小田原市,神奈川県,オダワラシ,,unknown,,,,,3,false,
14207,茅ヶ崎市,神奈川県,チガサキシ,,unknown,,,,,3,false,
14208,逗子市,神奈川県,ズシシ,,unknown,,,,,3,false,
14210,三浦市,神奈川県,ミウラシ,,unknown,,,,,3,false,
14211,秦野市,神奈川県,ハダノシ,,unknown,,,,,3,false,
14212,厚木市,神奈川県,アツギシ,,unknown,,,,,3,false,
14213,大和市,神奈川県,ヤマトシ,,unknown,,,,,3,false,
14214,伊勢原市,神奈川県,イセハラシ,,unknown,,,,,3,false,
14215,海老名市,神奈川県,エビナシ,,unknown,,,,,3,false,
14216,座間市,神奈川県,ザマシ,,unknown,,,,,3,false,
14217,南足柄市,神奈川県,ミナミアシガラシ,,unknown,,,,,3,false,
14218,綾瀬市,神奈川県,アヤセシ,,unknown,,,,,3,false,
14301,葉山町,神奈川県,ハヤママチ,,unknown,,,,,3,false,
14321,寒川町,神奈川県,サムカワマチ,,unknown,,,,,3,false,
14341,大磯町,神奈川県,オオイソマチ,,unknown,,,,,3,false,
14342,二宮町,神奈川県,ニノミヤマチ,,unknown,,,,,3,false,
14361,中井町,神奈川県,ナカイマチ,,unknown,,,,,3,false,
14362,大井町,神奈川県,オオイマチ,,unknown,,,,,3,false,
14363,松田町,神奈川県,マツダマチ,,unknown,,,,,3,false,
14364,山北町,神奈川県,ヤマキタマチ,,unknown,,,,,3,false,
14366,開成町,神奈川県,カイセイマチ,,unknown,,,,,3,false,
14382,箱根町,神奈川県,ハコネマチ,,unknown,,,,,3,false,
14383,真鶴町,神奈川県,マナヅルマチ,,unknown,,,,,3,false,
14384,湯河原町,神奈川県,ユガワラマチ,,unknown,,,,,3,false,
14401,愛川町,神奈川県,アイカワマチ,,unknown,,,,,3,false,
14402,清川村,神奈川県,キヨカワムラ,,unknown,,,,,3,false,
15000,新潟県,新潟県,ニイガタケン,,unknown,,,,,3,false,prefecture_aggregate
15100,新潟市,新潟県,ニイガタシ,,unknown,,,,,3,false,
15202,長岡市,新潟県,ナガオカシ,,unknown,,,,,3,false,
15204,三条市,新潟県,サンジョウシ,,unknown,,,,,3,false,
15205,柏崎市,新潟県,カシワザキシ,,unknown,,,,,3,false,
15206,新発田市,新潟県,シバタシ,,unknown,,,,,3,false,
15208,小千谷市,新潟県,オヂヤシ,,unknown,,,,,3,false,
15209,加茂市,新潟県,カモシ,,unknown,,,,,3,false,
15210,十日町市,新潟県,トオカマチシ,,unknown,,,,,3,false,
15211,見附市,新潟県,ミツケシ,,unknown,,,,,3,false,
15212,村上市,新潟県,ムラカミシ,,unknown,,,,,3,false,
15213,燕市,新潟県,ツバメシ,,unknown,,,,,3,false,
15216,糸魚川市,新潟県,イトイガワシ,,unknown,,,,,3,false,
15217,妙高市,新潟県,ミョウコウシ,,unknown,,,,,3,false,
15218,五泉市,新潟県,ゴセンシ,,unknown,,,,,3,false,
15222,上越市,新潟県,ジョウエツシ,,unknown,,,,,3,false,
15223,阿賀野市,新潟県,アガノシ,,unknown,,,,,3,false,
15224,佐渡市,新潟県,サドシ,,unknown,,,,,3,false,
15225,魚沼市,新潟県,ウオヌマシ,,unknown,,,,,3,false,
